"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"ATG","Antigua and Barbuda","RCP60","No Adaptation",104996.215921118,90765.3439122294,6365.23961263715,5798.89617097268,7680510.85562809,6054584.93299591,7342.47930888114,7676.56810044854,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-13.5536998967466,-8.89744104118392,-21.1695023051851,-0.165853658536585
"ATG","Antigua and Barbuda","RCP60","Productivity Only",94003.2331083816,89642.919346744,8501.55578293834,7373.8170403381,8491917.24549174,8681631.87563617,7342.47930888114,7676.56810044854,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-14.6227141994418,15.8450818677521,13.0345629193986,0.162002567394095
"ATG","Antigua and Barbuda","RCP60","Range Shift Only",107270.56556402,116344.741109881,5799.32284311516,5206.87061602913,7152777.20019873,6517740.63758748,7342.47930888114,7676.56810044854,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,10.8085087535815,-18.1983564971894,-15.1392301879056,0.030808729139923
"ATG","Antigua and Barbuda","RCP85","Full Adaptation",101566.114543336,127521.935340991,7433.00847619596,7515.16049227501,7871882.43558744,10983868.4989344,7599.72350421358,7698.61553595964,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,19.0302626722349,12.431209407832,33.1733685284704,0.537740693196406
"ATG","Antigua and Barbuda","RCP85","Imperfect Full Adaptation",85913.2181728307,130014.885631029,8854.16187991726,3844.51155193892,6188361.24210728,6161508.09896815,7599.72350421358,7698.61553595964,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,21.3572076567077,-42.4838519668096,-25.295100825848,0.27586649550706
"ATG","Antigua and Barbuda","RCP85","Imperfect Productivity Only",84215.6411623415,86659.7948738219,9521.3420343937,5123.07203564883,7554044.26548955,6252127.22442862,7599.72350421358,7698.61553595964,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-19.1108720286393,-23.35583711838,-24.1963937362788,-0.108344030808729
"ATG","Antigua and Barbuda","RCP85","No Adaptation",107134.045139545,82182.6308605188,6684.22987874709,8077.45981301279,8247796.55294688,8406074.32015192,7599.72350421358,7698.61553595964,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-23.2899021469099,20.8435370946108,1.91903093376485,-0.237997432605905
"ATG","Antigua and Barbuda","RCP85","Productivity Only",87373.2483914287,78719.5071497437,9089.14106140918,6649.27342406267,7603989.06526143,7546609.25870522,7599.72350421358,7698.61553595964,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-26.5224168029786,-0.522969067768955,-8.50151055182284,-0.0462130937098845
"ATG","Antigua and Barbuda","RCP85","Range Shift Only",109155.732838863,119687.614614268,5834.76100356251,5329.48158997199,7241941.79610474,6597920.50816584,7599.72350421358,7698.61553595964,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,11.7176285637037,-20.2678291044807,-20.0038402279885,0.044801026957638
"AUS","Australia","RCP26","Full Adaptation",24913205.7091548,37320919.5871771,1652261.47513981,2090043.92025494,1984656668.97616,1942244538.85458,2137636.38801995,2211147.11859426,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,42.0563349269016,46.0146590082356,58.929834927495,0.524261874197689
"AUS","Australia","RCP26","Imperfect Full Adaptation",20769863.0814986,36439863.7987073,2151091.13079664,1027704.82127238,1918242868.38611,605569746.514251,2137636.38801995,2211147.11859426,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,38.7027317048856,-28.2024805388288,-50.4474859240159,0.270089858793325
"AUS","Australia","RCP26","Imperfect Productivity Only",20806023.5509988,35317852.1278455,2149467.01081611,1121138.1119187,1965131255.40531,678277475.512906,2137636.38801995,2211147.11859426,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,34.4319670112257,-21.6750435115362,-44.4979635355921,0.0192554557124519
"AUS","Australia","RCP26","No Adaptation",26271915.0162374,27070698.9391755,1431393.21383961,1217164.37598801,1222076735.77504,461763605.118707,2137636.38801995,2211147.11859426,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,3.04044803146044,-14.9664561617525,-62.2148436672548,-0.136200256739409
"AUS","Australia","RCP26","Productivity Only",24145674.2004223,35537925.9703717,1792060.78753233,2051780.08275376,2153703328.99768,1624645353.88061,2137636.38801995,2211147.11859426,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,35.2696442128693,43.3414705977265,32.941353543586,0.194736842105263
"AUS","Australia","RCP26","Range Shift Only",26609207.1016517,29665261.9598216,1310146.98859457,1189304.95687745,930258685.597315,618577524.972985,2137636.38801995,2211147.11859426,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,12.916252741709,-16.9127710416328,-49.3830864409112,0.0183568677792041
"AUS","Australia","RCP45","Full Adaptation",24914433.4201946,37469791.8882734,1656238.23372056,2120301.04810768,1989456440.90051,1962962633.69085,2148505.85804499,2236431.71844622,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,41.6089830011925,55.0437651055369,87.6043843621201,0.533761232349166
"AUS","Australia","RCP45","Imperfect Full Adaptation",20766086.3281403,36610135.7305771,2154657.90521232,1043418.18714144,1921776682.32276,598091885.355588,2148505.85804499,2236431.71844622,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,38.3600982840029,-23.7016439442017,-42.8391259118657,0.262516046213094
"AUS","Australia","RCP45","Imperfect Productivity Only",20763259.0380169,35294538.983989,2158312.36401861,1110736.60724545,1949027495.58247,510516714.477026,2148505.85804499,2236431.71844622,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,33.3880846181805,-18.7790876292868,-51.2088654759799,0.0170731707317073
"AUS","Australia","RCP45","No Adaptation",26460038.8295691,28116360.8861141,1367550.02477166,1282066.94100704,1046330894.85898,745856458.085986,2148505.85804499,2236431.71844622,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,6.25971136026493,-6.25081951052533,-28.7169611687217,-0.145186136071887
"AUS","Australia","RCP45","Productivity Only",24108004.550607,35491756.5909551,1800259.33132884,2055671.34948617,2135080603.31423,1471794326.96534,2148505.85804499,2236431.71844622,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,34.1334259543609,50.317817428976,40.6624170419536,0.183183568677792
"AUS","Australia","RCP45","Range Shift Only",26618382.3624792,29955095.7434764,1312343.2803658,1201455.10174475,933205965.480904,633794586.263629,2148505.85804499,2236431.71844622,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,13.208812490485,-12.1454367312552,-39.4269452065591,0.0314505776636714
"AUS","Australia","RCP60","Full Adaptation",24933051.7838976,37519255.474367,1654322.66608876,2109002.32511815,1987588508.55473,1953076693.36605,2142357.4620736,2228633.16924424,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,45.9386762775076,35.9910737340936,35.9677608091186,0.531707317073171
"AUS","Australia","RCP60","Imperfect Full Adaptation",20785399.2601137,36688904.5070152,2153943.36857498,1037053.95850017,1921165620.92136,606010437.810854,2142357.4620736,2228633.16924424,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,42.7088594943931,-33.1294803912887,-57.8112408304427,0.270860077021823
"AUS","Australia","RCP60","Imperfect Productivity Only",21027710.9793586,35132835.1080338,2123422.55427852,1160347.14466401,1972192454.2538,672578603.496884,2142357.4620736,2228633.16924424,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,36.6562151811703,-25.1793835275605,-53.1769505026519,0.0198973042362003
"AUS","Australia","RCP60","No Adaptation",25708918.5892181,26500831.2278858,1550838.79199449,1223698.96694494,1436426312.93158,402509216.789601,2142357.4620736,2228633.16924424,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,3.08030318708091,-21.0943798116389,-71.9784291636842,-0.165853658536585
"AUS","Australia","RCP60","Productivity Only",24187644.0763824,35466319.2279928,1794336.81802286,2066027.79424239,2172131421.35929,1607527346.25859,2142357.4620736,2228633.16924424,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,37.9533686137494,33.2200229261312,11.9115774882888,0.162002567394095
"AUS","Australia","RCP60","Range Shift Only",26627178.3000994,29786182.7869098,1312422.47674193,1196619.94388101,932739616.582325,622092016.170723,2142357.4620736,2228633.16924424,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,15.8593376206869,-22.8404686510278,-56.6916861261677,0.030808729139923
"AUS","Australia","RCP85","Full Adaptation",24892787.9697708,37525406.172875,1658345.13752705,2138499.35209164,1992115925.81489,1972421666.15361,2157271.71552339,2248357.34160999,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,43.9113664807704,40.2761595774199,59.402169104267,0.537740693196406
"AUS","Australia","RCP85","Imperfect Full Adaptation",20743630.7258177,36689752.0250237,2156561.445669,1058148.16420584,1923572172.99359,603042311.456563,2157271.71552339,2248357.34160999,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,40.7066008942612,-30.5901306009225,-51.2648567203779,0.27586649550706
"AUS","Australia","RCP85","Imperfect Productivity Only",20598568.1612853,28360495.6970221,2233037.33867467,1600093.83146589,2021879695.0829,549075306.370165,2157271.71552339,2248357.34160999,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,8.76358462391985,4.95912351903105,-55.6262251936864,-0.108344030808729
"AUS","Australia","RCP85","No Adaptation",26075359.5011477,20755409.7069081,1524492.37171437,1855228.21224877,1237386967.34009,1111064716.58265,2157271.71552339,2248357.34160999,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-20.4022107308067,21.6948176764227,-10.2087911131783,-0.237997432605905
"AUS","Australia","RCP85","Productivity Only",20860525.8310113,28240232.2035762,2203022.23848485,1755175.59144483,2049352137.0133,744081998.550871,2157271.71552339,2248357.34160999,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,8.30236953140859,15.1318054462317,-39.8666691835001,-0.0462130937098845
"AUS","Australia","RCP85","Range Shift Only",26598464.4986219,30046701.4976415,1313226.56679467,1205160.43019009,936995653.882315,638838941.7854,2157271.71552339,2248357.34160999,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,15.2302482975125,-20.9467720173092,-48.3719354860621,0.044801026957638
"AZE","Azerbaijan","RCP26","Full Adaptation",0,0,0,0,0,0,0,0,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,NA,NA,NA,0.524261874197689
"AZE","Azerbaijan","RCP26","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,NA,NA,NA,0.270089858793325
"AZE","Azerbaijan","RCP26","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,NA,NA,NA,0.0192554557124519
"AZE","Azerbaijan","RCP26","No Adaptation",0,0,0,0,0,0,0,0,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,NA,NA,NA,-0.136200256739409
"AZE","Azerbaijan","RCP26","Productivity Only",0,0,0,0,0,0,0,0,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,NA,NA,NA,0.194736842105263
"AZE","Azerbaijan","RCP26","Range Shift Only",0,0,0,0,0,0,0,0,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,NA,NA,NA,0.0183568677792041
"AZE","Azerbaijan","RCP45","Full Adaptation",0,0,0,0,0,0,0,0,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,NA,NA,NA,0.533761232349166
"AZE","Azerbaijan","RCP45","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,NA,NA,NA,0.262516046213094
"AZE","Azerbaijan","RCP45","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,NA,NA,NA,0.0170731707317073
"AZE","Azerbaijan","RCP45","No Adaptation",0,0,0,0,0,0,0,0,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,NA,NA,NA,-0.145186136071887
"AZE","Azerbaijan","RCP45","Productivity Only",0,0,0,0,0,0,0,0,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,NA,NA,NA,0.183183568677792
"AZE","Azerbaijan","RCP45","Range Shift Only",0,0,0,0,0,0,0,0,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,NA,NA,NA,0.0314505776636714
"AZE","Azerbaijan","RCP60","Full Adaptation",0,0,0,0,0,0,0,0,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,NA,NA,NA,0.531707317073171
"AZE","Azerbaijan","RCP60","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,NA,NA,NA,0.270860077021823
"AZE","Azerbaijan","RCP60","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,NA,NA,NA,0.0198973042362003
"AZE","Azerbaijan","RCP60","No Adaptation",0,0,0,0,0,0,0,0,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,NA,NA,NA,-0.165853658536585
"AZE","Azerbaijan","RCP60","Productivity Only",0,0,0,0,0,0,0,0,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,NA,NA,NA,0.162002567394095
"AZE","Azerbaijan","RCP60","Range Shift Only",0,0,0,0,0,0,0,0,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,NA,NA,NA,0.030808729139923
"AZE","Azerbaijan","RCP85","Full Adaptation",0,0,0,0,0,0,0,0,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,NA,NA,NA,0.537740693196406
"AZE","Azerbaijan","RCP85","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,NA,NA,NA,0.27586649550706
"AZE","Azerbaijan","RCP85","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,NA,NA,NA,-0.108344030808729
"AZE","Azerbaijan","RCP85","No Adaptation",0,0,0,0,0,0,0,0,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,NA,NA,NA,-0.237997432605905
"AZE","Azerbaijan","RCP85","Productivity Only",0,0,0,0,0,0,0,0,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,NA,NA,NA,-0.0462130937098845
"AZE","Azerbaijan","RCP85","Range Shift Only",0,0,0,0,0,0,0,0,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,NA,NA,NA,0.044801026957638
"BEL","Belgium","RCP26","Full Adaptation",54947.6602705868,81613.5039064851,6085.40978029461,8896.70575871187,4470215.24562718,6355389.03453556,9140.32713032361,9129.74090967951,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,71.5608388520312,22.468952390927,48.6290049363509,0.524261874197689
"BEL","Belgium","RCP26","Imperfect Full Adaptation",55982.8103789642,59428.944900412,4907.81457411307,6679.95600701757,2568199.16268354,-2127035.26078732,9140.32713032361,9129.74090967951,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,24.9263804540031,-8.04605250703824,-149.743474798699,0.270089858793325
"BEL","Belgium","RCP26","Imperfect Productivity Only",50738.988460805,39567.2081864982,6746.16511673855,6269.25298342249,4305124.2666103,807738.845201221,9140.32713032361,9129.74090967951,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-16.825242115733,-13.6996472653253,-81.1099808118249,0.0192554557124519
"BEL","Belgium","RCP26","No Adaptation",47571.1732657565,42782.0568765647,7264.45812185372,7149.50083942766,4276008.6009169,2556327.69504565,9140.32713032361,9129.74090967951,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-10.0672656577911,-1.58246190559262,-40.2169655482569,-0.136200256739409
"BEL","Belgium","RCP26","Productivity Only",50193.5844576894,44589.879507114,7512.9293586365,7642.08263211031,5087454.48147222,3253621.60426986,9140.32713032361,9129.74090967951,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-6.26701751076746,5.1982474662573,-23.9098442511973,0.194736842105263
"BEL","Belgium","RCP26","Range Shift Only",51081.899673456,58044.675023662,5896.74717309691,6985.80888366742,4058555.60631923,4852292.82164623,9140.32713032361,9129.74090967951,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,22.0164882194416,-3.83578834803994,13.4771529834098,0.0183568677792041
"BEL","Belgium","RCP45","Full Adaptation",54530.7497973479,79994.8224822421,6081.49366323604,8421.31281833125,4467514.67302497,6330156.98966007,9138.18787502233,8605.60051836189,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,70.5692043396014,14.6627316729558,53.8793046305598,0.533761232349166
"BEL","Belgium","RCP45","Imperfect Full Adaptation",55582.6702185596,56722.1973926309,4896.90058995784,6191.40827029366,2561072.99180949,-2187121.15736669,9138.18787502233,8605.60051836189,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,20.9460784765491,-15.6991551686501,-153.166561806936,0.262516046213094
"BEL","Belgium","RCP45","Imperfect Productivity Only",49852.6342244982,34276.5067657413,6633.24735820639,7140.6014393017,4193879.68059384,2085891.9372458,9138.18787502233,8605.60051836189,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-26.9138138549991,-2.77515103869333,-49.29421160294,0.0170731707317073
"BEL","Belgium","RCP45","No Adaptation",46898.7486879362,33543.5459515868,7344.42019256157,6857.89046703152,4113715.6194316,2382937.7100846,9138.18787502233,8605.60051836189,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-28.4766717875882,-6.62448107234946,-42.0733485117804,-0.145186136071887
"BEL","Belgium","RCP45","Productivity Only",48452.2279520944,36564.6054839683,7232.35716507022,7383.23795892011,4441719.34707066,2565389.40060986,9138.18787502233,8605.60051836189,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-22.0350083809937,0.528534116251265,-37.6381442486703,0.183183568677792
"BEL","Belgium","RCP45","Range Shift Only",50797.4166200721,56716.9646299558,5865.42009500831,6792.38853157933,4049790.03185353,4864532.14702811,9138.18787502233,8605.60051836189,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,20.9349209023675,-7.51634092969439,18.2515418433384,0.0314505776636714
"BEL","Belgium","RCP60","Full Adaptation",54844.219140151,80610.583087306,6085.59418653618,8407.49091845285,4468941.49483703,6326170.06476895,9140.70996930918,8613.4502473827,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,69.3864684064788,14.9104847888585,44.4852428868842,0.531707317073171
"BEL","Belgium","RCP60","Imperfect Full Adaptation",55867.7625830697,58481.9013823272,4909.77957987501,6172.39046320157,2566117.5378592,-2159267.71174251,9140.70996930918,8613.4502473827,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,22.8876204768244,-15.6380438216233,-149.316144933628,0.270860077021823
"BEL","Belgium","RCP60","Imperfect Productivity Only",51838.5362522622,42440.7594336527,6409.4103251504,7980.43138944603,4511376.51117759,2738175.93193023,9140.70996930918,8613.4502473827,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-10.8195216852681,9.07359266636247,-37.4620014097883,0.0198973042362003
"BEL","Belgium","RCP60","No Adaptation",47589.7418758763,36182.6734704248,7316.55682586418,7086.12255162507,4378419.51078812,2636650.68937835,9140.70996930918,8613.4502473827,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-23.9695950341639,-3.14949066512429,-39.7807660302576,-0.165853658536585
"BEL","Belgium","RCP60","Productivity Only",50691.2445171949,43996.5505082655,6970.51809634841,8386.76492316569,4758032.59628285,3344210.4825611,9140.70996930918,8613.4502473827,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-7.55034851204384,14.6272095300115,-23.6206015818906,0.162002567394095
"BEL","Belgium","RCP60","Range Shift Only",51015.9672706594,56852.9356541682,5888.3540498215,6779.83786626752,4058539.11423627,4842429.84908343,9140.70996930918,8613.4502473827,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,19.4646859032189,-7.33567677215805,10.597667426614,0.030808729139923
"BEL","Belgium","RCP85","Full Adaptation",54356.9258209136,78988.0531804215,6080.11671204552,7781.70963562626,4465482.214176,6256931.50063915,9139.20397314434,7931.15694117529,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,69.9920642017526,4.51207034020573,48.2813810372162,0.537740693196406
"BEL","Belgium","RCP85","Imperfect Full Adaptation",55392.9372898862,54633.5317192311,4895.76992382613,5586.28674493283,2558345.6382498,-2267244.19831478,9139.20397314434,7931.15694117529,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,17.5781204579179,-24.9735057507072,-153.730826498642,0.27586649550706
"BEL","Belgium","RCP85","Imperfect Productivity Only",49518.4204856514,31876.015853048,6701.63413555657,6620.69933479674,4340225.59728096,2159310.45307203,9139.20397314434,7931.15694117529,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-31.398869636522,-11.0808515121441,-48.827067063638,-0.108344030808729
"BEL","Belgium","RCP85","No Adaptation",46465.7297688177,30455.7509257958,7445.75206509198,6236.07852767517,4219633.95328019,2185655.25849849,9139.20397314434,7931.15694117529,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-34.4554554995195,-16.2464923199382,-48.2027284191454,-0.237997432605905
"BEL","Belgium","RCP85","Productivity Only",48094.2967843948,34051.1929375654,7305.47845551303,6859.08748297662,4599839.71350535,2607988.66746618,9139.20397314434,7931.15694117529,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-26.7176194004028,-7.87918503042598,-38.1939595628,-0.0462130937098845
"BEL","Belgium","RCP85","Range Shift Only",50689.9657429659,54925.2948165299,5850.97613142432,6554.36488736028,4043463.51473184,4840738.04826324,9139.20397314434,7931.15694117529,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,18.2060307452424,-11.9717547661949,14.7193832891648,0.044801026957638
"BEN","Benin","RCP26","Full Adaptation",110581.028986011,168998.100461763,9035.7956159662,12237.6248644759,6061960.65136225,6280489.98974708,12275.9054160305,13208.6064306176,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,71.2568256324193,12.2504855277191,12.5805961955582,0.524261874197689
"BEN","Benin","RCP26","Imperfect Full Adaptation",102259.9189413,153684.171474624,8671.04275944213,9782.7011375071,5693909.88408928,2871311.65966007,12275.9054160305,13208.6064306176,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,55.7382200437655,-10.2674771764404,-48.5304523953542,0.270089858793325
"BEN","Benin","RCP26","Imperfect Productivity Only",86452.1025106308,65821.9267136232,13630.5482199394,8653.98248942369,6633926.35405868,222389.849778553,12275.9054160305,13208.6064306176,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-33.2983377021134,-20.6207293536128,-96.01356233084,0.0192554557124519
"BEN","Benin","RCP26","No Adaptation",98681.0889654675,67055.5529575837,10902.0685362238,9341.23019120583,5578661.15652608,1137067.17825165,12275.9054160305,13208.6064306176,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-32.0482235648522,-14.3169008691498,-79.61756151973,-0.136200256739409
"BEN","Benin","RCP26","Productivity Only",92416.0626534589,62914.8381649162,12876.5025195558,10156.3883610815,6980414.74059944,1684300.37102965,12275.9054160305,13208.6064306176,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-36.2442806169958,-6.83980450741661,-69.8081614249091,0.194736842105263
"BEN","Benin","RCP26","Range Shift Only",105279.634099165,104434.071788112,8985.98976442049,10247.007533075,3988645.7396583,3370664.10207176,12275.9054160305,13208.6064306176,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,5.8298736697741,-6.00859369918896,-39.5793361973839,0.0183568677792041
"BEN","Benin","RCP45","Full Adaptation",103765.650297463,88965.4941360756,8960.18488176842,6256.79470673922,5987442.43643005,3618194.59436899,12260.9597575625,6793.78465907947,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,-7.12191500250392,-35.5723167614492,-25.0128218631246,0.533761232349166
"BEN","Benin","RCP45","Imperfect Full Adaptation",96754.8677653859,81124.0734807952,8256.92713516648,4714.20277215648,5460031.15834627,1339088.65173376,12260.9597575625,6793.78465907947,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-15.3081915043609,-51.4567478776868,-72.247352471063,0.262516046213094
"BEN","Benin","RCP45","Imperfect Productivity Only",89698.4962068174,41636.4897646536,11977.8267918784,4913.24237150426,6806958.78920693,730658.71652425,12260.9597575625,6793.78465907947,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-56.5323896313779,-49.4071904189941,-84.8570788816791,0.0170731707317073
"BEN","Benin","RCP45","No Adaptation",95787.3906836839,41160.9022855408,9711.34517373956,5264.53444643342,4825084.34677278,1184151.52320521,12260.9597575625,6793.78465907947,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-57.0288928513928,-45.7898534935279,-75.4584285350944,-0.145186136071887
"BEN","Benin","RCP45","Productivity Only",94165.7331094243,38733.4232487319,11552.3409902334,6063.81332201122,7162830.5706154,1668961.73700617,12260.9597575625,6793.78465907947,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-59.5631293719648,-37.5594913626551,-65.4107241022131,0.183183568677792
"BEN","Benin","RCP45","Range Shift Only",99340.9526223336,60893.1956387865,8566.9301717313,5332.8947729886,3851550.66870025,2145245.55947512,12260.9597575625,6793.78465907947,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,-36.4287979825315,-45.0859311703874,-55.5397293539551,0.0314505776636714
"BEN","Benin","RCP60","Full Adaptation",104701.808987755,148170.637475769,8981.06632694478,11700.222791492,6002288.36992334,5774586.53857018,12263.9448541333,12408.270087764,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,53.0100598638003,19.700003824091,19.0991270248558,0.531707317073171
"BEN","Benin","RCP60","Imperfect Full Adaptation",97562.7296238411,130907.407519431,8303.52095273109,10032.1539647911,5484861.09942215,3006467.63183103,12263.9448541333,12408.270087764,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,35.1829930841632,2.63470100950306,-37.9925007638348,0.270860077021823
"BEN","Benin","RCP60","Imperfect Productivity Only",91391.9977623649,69147.1006990539,11790.3993554245,10742.4807761915,6814740.08319688,1717579.72244469,12263.9448541333,12408.270087764,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-28.5944759527631,9.90175254828416,-64.57542991651,0.0198973042362003
"BEN","Benin","RCP60","No Adaptation",96837.1867886734,60294.5540733052,9774.62190284177,9563.04134479624,4848554.88266093,1567620.35915808,12263.9448541333,12408.270087764,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-37.7361568703093,-2.16459071408194,-67.6682971092253,-0.165853658536585
"BEN","Benin","RCP60","Productivity Only",95856.0658457369,66235.580782207,11365.2101166223,11870.9245799228,7165537.74008933,2634376.15423646,12263.9448541333,12408.270087764,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-31.601089438139,21.4463812300666,-45.6667766377702,0.162002567394095
"BEN","Benin","RCP60","Range Shift Only",100194.168292864,90789.4765468756,8613.4562536144,9600.98004030459,3882975.31339389,2956603.84956603,12263.9448541333,12408.270087764,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,-6.24523537119646,-1.7764560538827,-39.0209264179057,0.030808729139923
