"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"KAZ","Kazakhstan","RCP26","Range Shift Only",0,0,0,0,0,0,0,0,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,NA,NA,NA,0.0183568677792041
"KAZ","Kazakhstan","RCP45","Full Adaptation",0,0,0,0,0,0,0,0,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,NA,NA,NA,0.533761232349166
"KAZ","Kazakhstan","RCP45","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,NA,NA,NA,0.262516046213094
"KAZ","Kazakhstan","RCP45","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,NA,NA,NA,0.0170731707317073
"KAZ","Kazakhstan","RCP45","No Adaptation",0,0,0,0,0,0,0,0,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,NA,NA,NA,-0.145186136071887
"KAZ","Kazakhstan","RCP45","Productivity Only",0,0,0,0,0,0,0,0,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,NA,NA,NA,0.183183568677792
"KAZ","Kazakhstan","RCP45","Range Shift Only",0,0,0,0,0,0,0,0,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,NA,NA,NA,0.0314505776636714
"KAZ","Kazakhstan","RCP60","Full Adaptation",0,0,0,0,0,0,0,0,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,NA,NA,NA,0.531707317073171
"KAZ","Kazakhstan","RCP60","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,NA,NA,NA,0.270860077021823
"KAZ","Kazakhstan","RCP60","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,NA,NA,NA,0.0198973042362003
"KAZ","Kazakhstan","RCP60","No Adaptation",0,0,0,0,0,0,0,0,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,NA,NA,NA,-0.165853658536585
"KAZ","Kazakhstan","RCP60","Productivity Only",0,0,0,0,0,0,0,0,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,NA,NA,NA,0.162002567394095
"KAZ","Kazakhstan","RCP60","Range Shift Only",0,0,0,0,0,0,0,0,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,NA,NA,NA,0.030808729139923
"KAZ","Kazakhstan","RCP85","Full Adaptation",0,0,0,0,0,0,0,0,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,NA,NA,NA,0.537740693196406
"KAZ","Kazakhstan","RCP85","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,NA,NA,NA,0.27586649550706
"KAZ","Kazakhstan","RCP85","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,NA,NA,NA,-0.108344030808729
"KAZ","Kazakhstan","RCP85","No Adaptation",0,0,0,0,0,0,0,0,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,NA,NA,NA,-0.237997432605905
"KAZ","Kazakhstan","RCP85","Productivity Only",0,0,0,0,0,0,0,0,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,NA,NA,NA,-0.0462130937098845
"KAZ","Kazakhstan","RCP85","Range Shift Only",0,0,0,0,0,0,0,0,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,NA,NA,NA,0.044801026957638
"KEN","Kenya","RCP26","Full Adaptation",256222.228312397,317278.283335307,17402.6464201726,18957.6249158319,18056568.1079819,17448313.645908,19465.3533151624,19583.6003593264,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,15.89350906991,25.4378349841434,40.0485957037844,0.524261874197689
"KEN","Kenya","RCP26","Imperfect Full Adaptation",212092.585080475,298887.658539198,22834.6585459491,10533.1250091868,17237649.7703195,6201389.36529883,19465.3533151624,19583.6003593264,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,9.1758919068196,-30.3049615848066,-50.2246526714537,0.270089858793325
"KEN","Kenya","RCP26","Imperfect Productivity Only",212478.186959499,278548.825857924,22811.4383841572,11819.850655604,17525583.3833195,6958088.44987713,19465.3533151624,19583.6003593264,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,1.74664504806898,-21.7910216782123,-44.1510202095349,0.0192554557124519
"KEN","Kenya","RCP26","No Adaptation",273767.086596641,281875.802866639,15113.1633595464,12682.6470031046,12458756.5896146,6736601.96785579,19465.3533151624,19583.6003593264,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,2.96190326266083,-16.0821152965741,-45.9287777283386,-0.136200256739409
"KEN","Kenya","RCP26","Productivity Only",248382.933440301,294221.861008558,18901.3618819584,18477.9479734827,18977022.2251761,15753773.0637206,19465.3533151624,19583.6003593264,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,7.47159735898211,22.2639333267768,26.4473942516274,0.194736842105263
"KEN","Kenya","RCP26","Range Shift Only",279511.723147324,315320.053497871,13209.816878887,12522.3305999047,10737591.2713463,7794182.63929005,19465.3533151624,19583.6003593264,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,15.178218615612,-17.1428886064758,-37.4401242754264,0.0183568677792041
"KEN","Kenya","RCP45","Full Adaptation",253643.718835488,312971.987327824,17342.6334566362,18831.6901884292,18107957.826126,17465394.8555568,19415.4161404702,19415.1107932248,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,15.4001487776021,26.3803287080107,40.8740982595428,0.533761232349166
"KEN","Kenya","RCP45","Imperfect Full Adaptation",210338.653004931,293537.28517212,22687.9416461295,10628.6619465655,17217942.5096431,5837848.42585844,19415.4161404702,19415.1107932248,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,8.23411599822912,-28.6705666303597,-52.9125084448325,0.262516046213094
"KEN","Kenya","RCP45","Imperfect Productivity Only",210763.213478215,276887.765680621,22610.8946661859,11798.9187015373,17505230.7241507,7083825.83656809,19415.4161404702,19415.1107932248,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,2.09504571657496,-20.8169203624861,-42.8625813955373,0.0170731707317073
"KEN","Kenya","RCP45","No Adaptation",271205.878539187,281654.532929052,14900.808045798,12549.621315546,12397875.1745967,6802729.52773683,19415.4161404702,19415.1107932248,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,3.85266515834593,-15.7789210023077,-45.1298756284009,-0.145186136071887
"KEN","Kenya","RCP45","Productivity Only",246813.930415459,293852.244514604,18671.5941534063,18461.9064239751,18957415.5648698,15963265.2927095,19415.4161404702,19415.1107932248,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,8.35024893169678,23.898693059007,28.7580740078614,0.183183568677792
"KEN","Kenya","RCP45","Range Shift Only",276460.834527283,311077.095501183,13137.5931571058,12412.1560934676,10799583.453262,7827543.82322,19415.4161404702,19415.1107932248,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,14.7014574967022,-16.7014563551282,-36.8638277689821,0.0314505776636714
"KEN","Kenya","RCP60","Full Adaptation",255662.35913519,316862.040605657,17398.5862185446,18982.9488272046,18052986.1034616,17460738.9749612,19464.4326389023,19583.5549074083,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,17.1178595126502,20.7176355897596,31.3268752033944,0.531707317073171
"KEN","Kenya","RCP60","Imperfect Full Adaptation",211550.421573175,298149.785233215,22825.9399281846,10594.0563122537,17230583.7344123,6180247.80260997,19464.4326389023,19583.5549074083,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,10.2014763078791,-32.6295697806842,-53.5167077943666,0.270860077021823
"KEN","Kenya","RCP60","Imperfect Productivity Only",212411.243879323,271638.998990678,22721.1512217642,12236.7203602877,17514144.6485546,6674529.28345819,19464.4326389023,19583.5549074083,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,0.402617054215878,-22.1834308929902,-49.7990849352317,0.0198973042362003
"KEN","Kenya","RCP60","No Adaptation",270549.719679117,275530.469285424,15725.0833604092,12653.7906938729,13295632.70878,6091490.54958974,19464.4326389023,19583.5549074083,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,1.84097385582761,-19.5311693817078,-54.1842747689087,-0.165853658536585
"KEN","Kenya","RCP60","Productivity Only",245639.118344366,289911.41433951,19218.2846818775,18319.0271399884,19147722.7654536,14870534.1435928,19464.4326389023,19583.5549074083,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,7.15642754439261,16.4955804692903,11.845253770983,0.162002567394095
"KEN","Kenya","RCP60","Range Shift Only",279005.195392348,315569.059121107,13196.4987995726,12528.0720892174,10730624.6043824,7796778.57814486,19464.4326389023,19583.5549074083,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,16.63995050351,-20.3306475261098,-41.3583486478524,0.030808729139923
"KEN","Kenya","RCP85","Full Adaptation",252292.273675563,313171.394008779,17339.0789906778,18863.2049964018,18103508.1723995,17487745.5361343,19414.3528904341,19415.6954981751,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,15.6786101428559,26.2680599298417,38.7589702328687,0.537740693196406
"KEN","Kenya","RCP85","Imperfect Full Adaptation",209032.312155846,292725.103146924,22676.283109979,10716.498425313,17206816.47954,5805111.72792122,19414.3528904341,19415.6954981751,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,8.12620096780323,-28.2650288928316,-53.938526622045,0.27586649550706
"KEN","Kenya","RCP85","Imperfect Productivity Only",207126.728494992,261712.036948269,23529.1646261248,12394.3339594966,18131029.0311997,4775541.90257591,19414.3528904341,19415.6954981751,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-3.3293421078466,-17.0337965639071,-62.1077928349231,-0.108344030808729
"KEN","Kenya","RCP85","No Adaptation",270725.412089609,220556.251205618,14939.0154619329,19215.2298993699,12602965.7807246,12452585.6460238,19414.3528904341,19415.6954981751,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-18.5313822211065,28.6244729335312,-1.19321227492995,-0.237997432605905
"KEN","Kenya","RCP85","Productivity Only",217847.019103911,253666.558729285,21615.17585767,15445.076283565,17460600.9851546,7610934.25447769,19414.3528904341,19415.6954981751,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-6.30116442658806,3.38751119792076,-39.6099744544405,-0.0462130937098845
"KEN","Kenya","RCP85","Range Shift Only",275250.699468352,312018.776556714,13101.6907399036,12448.6428458592,10783016.3848543,7864165.31951567,19414.3528904341,19415.6954981751,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,15.2528586616158,-16.6702593113954,-37.6006770442605,0.044801026957638
"KHM","Cambodia","RCP26","Full Adaptation",470288.657932793,540248.289715734,31133.0233270559,30586.5939598251,35823934.1729423,31957920.7966805,31605.5786077052,31530.4825098165,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,7.17135247948523,10.2361807016827,9.40403141126506,0.524261874197689
"KHM","Cambodia","RCP26","Imperfect Full Adaptation",389562.432022379,495553.860815267,42302.4622914302,15752.5979257475,36383253.4341699,10337626.6476869,31605.5786077052,31530.4825098165,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,-1.69487159700663,-43.2265575649083,-64.6104001046607,0.270089858793325
"KHM","Cambodia","RCP26","Imperfect Productivity Only",391852.323266799,455403.219556507,41944.3032980267,19152.9705423795,37398397.4765249,12612234.7177084,31605.5786077052,31530.4825098165,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-9.659725181058,-30.9713816302342,-56.8235577026107,0.0192554557124519
"KHM","Cambodia","RCP26","No Adaptation",504097.669028809,461224.18582918,27746.4202452709,21264.889785455,29210916.9876439,11315239.5546031,31605.5786077052,31530.4825098165,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-8.50499532803413,-23.3598799503535,-61.2636619405362,-0.136200256739409
"KHM","Cambodia","RCP26","Productivity Only",447217.384938739,486258.045211862,35290.9241833872,29363.2851504723,39342059.840311,25281967.9688944,31605.5786077052,31530.4825098165,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-3.53892210041687,5.827291920575,-13.4502762114978,0.194736842105263
"KHM","Cambodia","RCP26","Range Shift Only",517257.340978249,543569.099754053,23152.0413909297,20662.1469435137,22887211.580929,15087442.415816,31605.5786077052,31530.4825098165,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,7.83011569985821,-25.5322064581091,-48.3499870195861,0.0183568677792041
"KHM","Cambodia","RCP45","Full Adaptation",466002.006541776,538634.245107976,31041.1253687654,30748.8731883669,35746899.7736568,32060103.2241751,31541.649561771,31631.8217696823,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,7.43826499549068,15.1844089662269,20.8745638593559,0.533761232349166
"KHM","Cambodia","RCP45","Imperfect Full Adaptation",386367.941486567,493496.68585295,42091.4038370568,15892.1755317421,36296609.7342773,10086191.1523094,31541.649561771,31631.8217696823,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-1.56506350902923,-40.4683601055085,-61.9725504932819,0.262516046213094
"KHM","Cambodia","RCP45","Imperfect Productivity Only",388688.530669684,450924.793631518,41705.9446143499,18970.4905514974,36945111.9572907,10340411.1891288,31541.649561771,31631.8217696823,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-10.0566332140501,-28.9370791382266,-61.0140777191928,0.0170731707317073
"KHM","Cambodia","RCP45","No Adaptation",501343.022554007,474273.770780452,26695.3431148679,22038.4277183943,26523448.9379244,15309275.4096769,31541.649561771,31631.8217696823,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-5.39934746386912,-17.4446733141256,-42.2802236409496,-0.145186136071887
"KHM","Cambodia","RCP45","Productivity Only",444121.612734947,483593.044250424,35046.8755649945,29174.5246331762,38907543.2781085,23144702.4992556,31541.649561771,31631.8217696823,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-3.54048575627097,9.28694382252586,-12.738714510984,0.183183568677792
"KHM","Cambodia","RCP45","Range Shift Only",512676.095887322,546016.29537751,22990.297191824,20735.1709167162,22749145.7948659,15206158.222417,31541.649561771,31631.8217696823,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,8.91071996891922,-22.3266364193394,-42.6690010865269,0.0314505776636714
"KHM","Cambodia","RCP60","Full Adaptation",462745.873009177,534421.964549596,30705.5955821212,30310.7744953813,35353469.6367494,31529831.7365133,31147.4135629353,31207.4499809504,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,9.70101694486212,5.11115364359426,-0.596044015872439,0.531707317073171
"KHM","Cambodia","RCP60","Imperfect Full Adaptation",384365.562219469,490391.577956114,41656.5601693307,15685.41668628,35971240.2182586,10076403.1429384,31147.4135629353,31207.4499809504,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,0.662881340066893,-45.6063967112881,-68.232170001116,0.270860077021823
"KHM","Cambodia","RCP60","Imperfect Productivity Only",388854.3076737,429489.745383933,41021.7636737638,19528.2876092832,36723824.5149595,11304685.1787467,31147.4135629353,31207.4499809504,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-11.8384629349662,-32.2801586739908,-64.3597708572224,0.0198973042362003
