"sovereign_iso3","sovereign","rcp","scenario","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"HND","Honduras","RCP60","Imperfect Full Adaptation",43587.1059317755,43959.2987420911,1188256.91539681,1301441361.40373,1.15916101435479,0.63513380073072,-9.56445396011381,-11.3262274786829,0.298903920213291
"HND","Honduras","RCP60","Imperfect Productivity Only",43587.1059317755,43959.2987420911,1349663.59129559,1211136152.42505,0.888923283575606,0.478555676245022,2.71984304691404,-17.4791774278286,0.142325795727593
"HND","Honduras","RCP60","No Adaptation",43587.1059317755,43959.2987420911,1313926.84340373,1467673387.96922,0.735541494969728,0.336229880517429,0,0,0
"HND","Honduras","RCP60","Productivity Only",43587.1059317755,43959.2987420911,1727868.49642975,1796961354.87654,0.924212463355189,0.594088410519733,31.5041628918774,22.4360521630054,0.257858530002304
"HND","Honduras","RCP60","Range Shift Only",43587.1059317755,43959.2987420911,1115821.13395867,1389919952.2192,0.955029807043631,0.453046311839637,-15.0773774384477,-5.2977342498256,0.116816431322208
"HND","Honduras","RCP85","Full Adaptation",43587.1059317755,43193.7196120199,1604045.84625336,2105677922.9178,1.32135859032464,0.841776110068793,-4.76026848288478,10.3720117397389,0.545209176788124
"HND","Honduras","RCP85","Imperfect Full Adaptation",43587.1059317755,43193.7196120199,1189446.57688802,1310720862.8095,1.21023743911138,0.630756064645667,-29.3769732945189,-31.2967586908691,0.334189131364998
"HND","Honduras","RCP85","Imperfect Productivity Only",43587.1059317755,43193.7196120199,1434090.57383658,1287434287.32737,0.778399760567611,0.405121622066423,-14.8513108010952,-32.5173566534155,0.108554688785754
"HND","Honduras","RCP85","No Adaptation",43587.1059317755,43193.7196120199,1684219.2021143,1907800618.76833,0.651740876739884,0.296566933280669,0,0,0
"HND","Honduras","RCP85","Productivity Only",43587.1059317755,43193.7196120199,1491135.22726985,1354453714.28486,0.793890178115189,0.455054145683157,-11.4643019508419,-29.0044409798289,0.158487212402488
"HND","Honduras","RCP85","Range Shift Only",43587.1059317755,43193.7196120199,1102406.05274353,1379092110.03035,0.991889205764471,0.455284552845528,-34.544977793887,-27.7129854942238,0.15871761956486
"HRV","Croatia","RCP26","Full Adaptation",96958.2378184373,96895.4384157083,3052241.62230216,1774934432.03832,1.23811098047285,0.847898357526085,13.055039732769,52.7898198812883,0.498140285046575
"HRV","Croatia","RCP26","Imperfect Full Adaptation",96958.2378184373,96895.4384157083,2735997.11832246,1142882454.42376,1.15343250917188,0.638820315328659,1.34134226483111,-1.61844786775636,0.289062242849149
"HRV","Croatia","RCP26","Imperfect Productivity Only",96958.2378184373,96895.4384157083,2654422.28659286,946933038.379596,0.90395704671429,0.47065600210658,-1.68018977083617,-18.4861560167557,0.12089792962707
"HRV","Croatia","RCP26","No Adaptation",96958.2378184373,96895.4384157083,2699783.77745638,1161683699.4882,0.778544020522817,0.34975807247951,0,0,0
"HRV","Croatia","RCP26","Productivity Only",96958.2378184373,96895.4384157083,3116805.35787343,1557800658.30656,0.95154550133305,0.614100918337119,15.4464807107609,34.0985208790374,0.264342845857608
"HRV","Croatia","RCP26","Range Shift Only",96958.2378184373,96895.4384157083,2680623.68387228,1184603912.32483,0.947342963421658,0.453572956782199,-0.709689929397131,1.97301665218545,0.103814884302689
"HRV","Croatia","RCP45","Full Adaptation",96958.2378184373,97061.7788561974,3073010.66902529,1789437080.25792,1.24070520397289,0.843520621441032,7.11330932691158,45.3926398580431,0.503011750765281
"HRV","Croatia","RCP45","Imperfect Full Adaptation",96958.2378184373,97061.7788561974,2763651.29077564,1154545085.32961,1.14996074892929,0.629340706362529,-3.66976640713614,-6.19264592024289,0.288831835686778
"HRV","Croatia","RCP45","Imperfect Productivity Only",96958.2378184373,97061.7788561974,3044422.40379135,1270177124.50077,0.895301328460585,0.476185774003489,6.11683257270146,3.20251393910256,0.135676903327738
"HRV","Croatia","RCP45","No Adaptation",96958.2378184373,97061.7788561974,2868934.48473935,1230761806.10316,0.755335050797472,0.340508870675751,0,0,0
"HRV","Croatia","RCP45","Productivity Only",96958.2378184373,97061.7788561974,3318039.65185679,1604796303.30655,0.935188102010324,0.60485171653336,15.6540753895344,30.3904862296344,0.264342845857608
"HRV","Croatia","RCP45","Range Shift Only",96958.2378184373,97061.7788561974,2674278.8592546,1192869363.4494,0.952377399874711,0.452453836279254,-6.78494495152029,-3.07877953848306,0.111944965603502
"HRV","Croatia","RCP60","Full Adaptation",96958.2378184373,97097.8232518047,3063560.09636586,1785593551.88175,1.24896881553093,0.847437543201343,6.12448104425387,41.4984049903847,0.511207662683914
"HRV","Croatia","RCP60","Imperfect Full Adaptation",96958.2378184373,97097.8232518047,2738744.90057739,1152600451.3158,1.15916101435479,0.63513380073072,-5.12740989440604,-8.66279435176589,0.298903920213291
"HRV","Croatia","RCP60","Imperfect Productivity Only",96958.2378184373,97097.8232518047,3090391.25850253,1361603661.21225,0.888923283575606,0.478555676245022,7.05393666712422,7.89955311361952,0.142325795727593
"HRV","Croatia","RCP60","No Adaptation",96958.2378184373,97097.8232518047,2886760.96808271,1261917794.7646,0.735541494969728,0.336229880517429,0,0,0
"HRV","Croatia","RCP60","Productivity Only",96958.2378184373,97097.8232518047,3389411.82916808,1722881613.59214,0.924212463355189,0.594088410519733,17.4122785586645,36.5288310173589,0.257858530002304
"HRV","Croatia","RCP60","Range Shift Only",96958.2378184373,97097.8232518047,2677313.3078249,1190861158.65267,0.955029807043631,0.453046311839637,-7.25545559793671,-5.63084508410343,0.116816431322208
"HRV","Croatia","RCP85","Full Adaptation",96958.2378184373,96985.2156804533,3081846.95659764,1791973355.26224,1.32135859032464,0.841776110068793,0.563924323839218,30.2801133817211,0.545209176788124
"HRV","Croatia","RCP85","Imperfect Full Adaptation",96958.2378184373,96985.2156804533,2787533.69255947,1155451188.31843,1.21023743911138,0.630756064645667,-9.03982862984792,-15.9963448233637,0.334189131364998
"HRV","Croatia","RCP85","Imperfect Productivity Only",96958.2378184373,96985.2156804533,3129133.63289697,1269321716.31549,0.778399760567611,0.405121622066423,2.10693856298299,-7.71772547072126,0.108554688785754
"HRV","Croatia","RCP85","No Adaptation",96958.2378184373,96985.2156804533,3064565.12841859,1375477276.42188,0.651740876739884,0.296566933280669,0,0,0
"HRV","Croatia","RCP85","Productivity Only",96958.2378184373,96985.2156804533,3282389.70251392,1406078044.65997,0.793890178115189,0.455054145683157,7.10784613697343,2.22473818816495,0.158487212402488
"HRV","Croatia","RCP85","Range Shift Only",96958.2378184373,96985.2156804533,2681244.17340634,1197845654.3781,0.991889205764471,0.455284552845528,-12.5081680091443,-12.9141807784619,0.15871761956486
"HTI","Haiti","RCP26","Full Adaptation",16573.9619964284,16623.2980241918,629455.278006105,813558084.787609,1.23811098047285,0.847898357526085,27.6053690112798,45.1984530712545,0.498140285046575
"HTI","Haiti","RCP26","Imperfect Full Adaptation",16573.9619964284,16623.2980241918,452976.617075786,481009379.221923,1.15343250917188,0.638820315328659,-8.17100055378946,-14.152635095476,0.289062242849149
"HTI","Haiti","RCP26","Imperfect Productivity Only",16573.9619964284,16623.2980241918,523269.88093652,498941086.15252,0.90395704671429,0.47065600210658,6.07909502467542,-10.9523029299742,0.12089792962707
"HTI","Haiti","RCP26","No Adaptation",16573.9619964284,16623.2980241918,493282.753604563,560307680.680568,0.778544020522817,0.34975807247951,0,0,0
"HTI","Haiti","RCP26","Productivity Only",16573.9619964284,16623.2980241918,690466.535478324,797776462.624606,0.95154550133305,0.614100918337119,39.9737838861953,42.3818537799805,0.264342845857608
"HTI","Haiti","RCP26","Range Shift Only",16573.9619964284,16623.2980241918,434971.448220253,549878684.784972,0.947342963421658,0.453572956782199,-11.8210711723068,-1.86129804305533,0.103814884302689
"HTI","Haiti","RCP45","Full Adaptation",16573.9619964284,16482.2530960401,630662.3461995,817021560.865095,1.24070520397289,0.843520621441032,39.0075841170234,43.6568907154543,0.503011750765281
"HTI","Haiti","RCP45","Imperfect Full Adaptation",16573.9619964284,16482.2530960401,451629.8388192,480389425.823836,1.14996074892929,0.629340706362529,-0.453906614621014,-15.5331333320473,0.288831835686778
"HTI","Haiti","RCP45","Imperfect Productivity Only",16573.9619964284,16482.2530960401,486484.88010239,531275002.664628,0.895301328460585,0.476185774003489,7.22867521743707,-6.58592299959253,0.135676903327738
"HTI","Haiti","RCP45","No Adaptation",16573.9619964284,16482.2530960401,453689.163944161,568731201.682066,0.755335050797472,0.340508870675751,0,0,0
"HTI","Haiti","RCP45","Productivity Only",16573.9619964284,16482.2530960401,665635.505734203,837768710.386057,0.935188102010324,0.60485171653336,46.7162010102863,47.3048617533718,0.264342845857608
"HTI","Haiti","RCP45","Range Shift Only",16573.9619964284,16482.2530960401,429879.197836283,549586816.846131,0.952377399874711,0.452453836279254,-5.24807908147624,-3.36615694361658,0.111944965603502
"HTI","Haiti","RCP60","Full Adaptation",16573.9619964284,16495.0476184415,625861.162472868,811594840.679067,1.24896881553093,0.847437543201343,27.0701557972061,36.2748407169424,0.511207662683914
"HTI","Haiti","RCP60","Imperfect Full Adaptation",16573.9619964284,16495.0476184415,446415.937708363,474362071.194894,1.15916101435479,0.63513380073072,-9.36305660695681,-20.3498932544282,0.298903920213291
"HTI","Haiti","RCP60","Imperfect Productivity Only",16573.9619964284,16495.0476184415,500773.897034669,488252618.778392,0.888923283575606,0.478555676245022,1.67337571154685,-18.0175322480072,0.142325795727593
"HTI","Haiti","RCP60","No Adaptation",16573.9619964284,16495.0476184415,492531.986402608,595557357.769977,0.735541494969728,0.336229880517429,0,0,0
"HTI","Haiti","RCP60","Productivity Only",16573.9619964284,16495.0476184415,660014.340658919,731981838.522033,0.924212463355189,0.594088410519733,34.0043609105636,22.9070263295694,0.257858530002304
"HTI","Haiti","RCP60","Range Shift Only",16573.9619964284,16495.0476184415,424156.497591676,544255203.597054,0.955029807043631,0.453046311839637,-13.8824463585276,-8.61414161098109,0.116816431322208
"HTI","Haiti","RCP85","Full Adaptation",16573.9619964284,16340.5764438038,628014.353205307,815100117.362962,1.32135859032464,0.841776110068793,-3.04383111863618,11.0614077406894,0.545209176788124
"HTI","Haiti","RCP85","Imperfect Full Adaptation",16573.9619964284,16340.5764438038,449524.965337515,479580537.681373,1.21023743911138,0.630756064645667,-30.5999644224612,-34.6547884053215,0.334189131364998
"HTI","Haiti","RCP85","Imperfect Productivity Only",16573.9619964284,16340.5764438038,541411.170921908,486502121.637677,0.778399760567611,0.405121622066423,-16.4140872668867,-33.7116884822477,0.108554688785754
"HTI","Haiti","RCP85","No Adaptation",16573.9619964284,16340.5764438038,647730.165549084,733918409.593808,0.651740876739884,0.296566933280669,0,0,0
"HTI","Haiti","RCP85","Productivity Only",16573.9619964284,16340.5764438038,573605.442317699,524325560.156947,0.793890178115189,0.455054145683157,-11.4437658108063,-28.5580585930338,0.158487212402488
"HTI","Haiti","RCP85","Range Shift Only",16573.9619964284,16340.5764438038,425274.457373887,546852581.633762,0.991889205764471,0.455284552845528,-34.3438857732711,-25.4886409054078,0.15871761956486
"IDN","Indonesia","RCP26","Full Adaptation",2462321.00123446,2554037.24801991,92041191.0216683,100836140859.634,1.23811098047285,0.847898357526085,23.332564600769,67.5358932720225,0.498140285046575
"IDN","Indonesia","RCP26","Imperfect Full Adaptation",2462321.00123446,2554037.24801991,74836260.7236183,52807088208.7821,1.15343250917188,0.638820315328659,0.278449873630903,-12.2627798056247,0.289062242849149
"IDN","Indonesia","RCP26","Imperfect Productivity Only",2462321.00123446,2554037.24801991,79252739.3339936,58525691110.184,0.90395704671429,0.47065600210658,6.19640494869925,-2.76151133990666,0.12089792962707
"IDN","Indonesia","RCP26","No Adaptation",2462321.00123446,2554037.24801991,74628457.8769672,60187783578.9553,0.778544020522817,0.34975807247951,0,0,0
"IDN","Indonesia","RCP26","Productivity Only",2462321.00123446,2554037.24801991,93270154.7946478,90663297884.1132,0.95154550133305,0.614100918337119,24.9793409216808,50.6340531134189,0.264342845857608
"IDN","Indonesia","RCP26","Range Shift Only",2462321.00123446,2554037.24801991,67430978.032474,56376799294.2021,0.947342963421658,0.453572956782199,-9.64441722266196,-6.33182359964107,0.103814884302689
"IDN","Indonesia","RCP45","Full Adaptation",2462321.00123446,2565793.08818481,92942760.8903031,101569748799.064,1.24070520397289,0.843520621441032,24.3169913987065,59.9788712538796,0.503011750765281
"IDN","Indonesia","RCP45","Imperfect Full Adaptation",2462321.00123446,2565793.08818481,75592066.8649597,52924380958.9078,1.14996074892929,0.629340706362529,1.10930895794051,-16.6407042675048,0.288831835686778
"IDN","Indonesia","RCP45","Imperfect Productivity Only",2462321.00123446,2565793.08818481,79834877.7495717,52986856402.2788,0.895301328460585,0.476185774003489,6.78434463792402,-16.5423014356601,0.135676903327738
"IDN","Indonesia","RCP45","No Adaptation",2462321.00123446,2565793.08818481,74762717.3442601,63489477080.9307,0.755335050797472,0.340508870675751,0,0,0
"IDN","Indonesia","RCP45","Productivity Only",2462321.00123446,2565793.08818481,93619570.6409199,85008332480.8226,0.935188102010324,0.60485171653336,25.2222684868844,33.893577942785,0.264342845857608
"IDN","Indonesia","RCP45","Range Shift Only",2462321.00123446,2565793.08818481,67857841.725337,56912090394.9049,0.952377399874711,0.452453836279254,-9.23572050909842,-10.3598060472944,0.111944965603502
"IDN","Indonesia","RCP60","Full Adaptation",2462321.00123446,2573171.69595273,92623971.9277241,101198294575.265,1.24896881553093,0.847437543201343,20.1713948355881,69.908223743292,0.511207662683914
"IDN","Indonesia","RCP60","Imperfect Full Adaptation",2462321.00123446,2573171.69595273,75248763.6646498,52817820051.6549,1.15916101435479,0.63513380073072,-2.37139801896346,-11.320817958102,0.298903920213291
"IDN","Indonesia","RCP60","Imperfect Productivity Only",2462321.00123446,2573171.69595273,81439017.7288455,60380998451.3923,0.888923283575606,0.478555676245022,5.65990802199904,1.37748109077454,0.142325795727593
"IDN","Indonesia","RCP60","No Adaptation",2462321.00123446,2573171.69595273,77076555.5766804,59560562959.0722,0.735541494969728,0.336229880517429,0,0,0
"IDN","Indonesia","RCP60","Productivity Only",2462321.00123446,2573171.69595273,94132672.8758629,90107825666.5678,0.924212463355189,0.594088410519733,22.1288006081357,51.2877333420884,0.257858530002304
"IDN","Indonesia","RCP60","Range Shift Only",2462321.00123446,2573171.69595273,67717840.7735348,56673579790.8219,0.955029807043631,0.453046311839637,-12.1421030469311,-4.84713881941335,0.116816431322208
"IDN","Indonesia","RCP85","Full Adaptation",2462321.00123446,2548465.4667707,92721980.6937498,101358114927.778,1.32135859032464,0.841776110068793,-2.85597715378996,23.6996649321517,0.545209176788124
"IDN","Indonesia","RCP85","Imperfect Full Adaptation",2462321.00123446,2548465.4667707,75600499.885935,52763685750.1586,1.21023743911138,0.630756064645667,-20.7940055512725,-35.6060414843881,0.334189131364998
"IDN","Indonesia","RCP85","Imperfect Productivity Only",2462321.00123446,2548465.4667707,83060458.1392244,48814210911.0069,0.778399760567611,0.405121622066423,-12.9782713578573,-40.4260671390596,0.108554688785754
"IDN","Indonesia","RCP85","No Adaptation",2462321.00123446,2548465.4667707,95447952.4082909,81938875892.1637,0.651740876739884,0.296566933280669,0,0,0
"IDN","Indonesia","RCP85","Productivity Only",2462321.00123446,2548465.4667707,86040805.6743562,53593685374.6366,0.793890178115189,0.455054145683157,-9.85578684149709,-34.5930917515039,0.158487212402488
"IDN","Indonesia","RCP85","Range Shift Only",2462321.00123446,2548465.4667707,67544861.4398966,56744622446.2916,0.991889205764471,0.455284552845528,-29.2338287667348,-30.7476190899045,0.15871761956486
"IND","India","RCP26","Full Adaptation",1006976.82262654,1018495.99463678,41170299.023388,29253273312.54,1.23811098047285,0.847898357526085,14.5136888970208,62.65665126366,0.498140285046575
"IND","India","RCP26","Imperfect Full Adaptation",1006976.82262654,1018495.99463678,32290901.3576523,13147287265.0888,1.15343250917188,0.638820315328659,-10.1840326645681,-26.8972843861545,0.289062242849149
"IND","India","RCP26","Imperfect Productivity Only",1006976.82262654,1018495.99463678,37667397.0852012,15056504570.7478,0.90395704671429,0.47065600210658,4.77049459672172,-16.2814845693183,0.12089792962707
"IND","India","RCP26","No Adaptation",1006976.82262654,1018495.99463678,35952294.8041708,17984676977.7165,0.778544020522817,0.34975807247951,0,0,0
"IND","India","RCP26","Productivity Only",1006976.82262654,1018495.99463678,43932875.5056871,26992967769.3767,0.95154550133305,0.614100918337119,22.1976948759068,50.0886994124041,0.264342845857608
"IND","India","RCP26","Range Shift Only",1006976.82262654,1018495.99463678,29498750.5864869,17504891513.5404,0.947342963421658,0.453572956782199,-17.9502984519788,-2.6677457969946,0.103814884302689
"IND","India","RCP45","Full Adaptation",1006976.82262654,1017112.19206516,41163465.5445293,29178954245.6784,1.24070520397289,0.843520621441032,4.65307376954374,59.6912240474856,0.503011750765281
"IND","India","RCP45","Imperfect Full Adaptation",1006976.82262654,1017112.19206516,32311804.218809,13076998052.0968,1.14996074892929,0.629340706362529,-17.8511919294055,-28.4319167773049,0.288831835686778
"IND","India","RCP45","Imperfect Productivity Only",1006976.82262654,1017112.19206516,40438889.4736725,16557608125.407,0.895301328460585,0.476185774003489,2.81092777935738,-9.38315723784219,0.135676903327738
"IND","India","RCP45","No Adaptation",1006976.82262654,1017112.19206516,39333259.9433967,18272108827.3466,0.755335050797472,0.340508870675751,0,0,0
"IND","India","RCP45","Productivity Only",1006976.82262654,1017112.19206516,43659742.2189355,23917431384.4339,0.935188102010324,0.60485171653336,10.999551732465,30.8958457418904,0.264342845857608
"IND","India","RCP45","Range Shift Only",1006976.82262654,1017112.19206516,29453605.8990379,17493417410.079,0.952377399874711,0.452453836279254,-25.1178113855204,-4.26163955471928,0.111944965603502
"IND","India","RCP60","Full Adaptation",1006976.82262654,1024972.30043502,41404612.4116683,29233763872.7614,1.24896881553093,0.847437543201343,2.70986222211974,56.7257526496084,0.511207662683914
"IND","India","RCP60","Imperfect Full Adaptation",1006976.82262654,1024972.30043502,32359899.5551887,13092955500.6394,1.15916101435479,0.63513380073072,-19.7267977830796,-29.8070780698376,0.298903920213291
"IND","India","RCP60","Imperfect Productivity Only",1006976.82262654,1024972.30043502,40157207.7952635,16135038849.7268,0.888923283575606,0.478555676245022,-0.384497290591613,-13.498100389656,0.142325795727593
"IND","India","RCP60","No Adaptation",1006976.82262654,1024972.30043502,40312207.1394925,18652814472.7557,0.735541494969728,0.336229880517429,0,0,0
"IND","India","RCP60","Productivity Only",1006976.82262654,1024972.30043502,43134975.6800099,22864908734.7124,0.924212463355189,0.594088410519733,7.00226740438629,22.5815480452505,0.257858530002304
"IND","India","RCP60","Range Shift Only",1006976.82262654,1024972.30043502,29682864.5376784,17548430978.9617,0.955029807043631,0.453046311839637,-26.367553046732,-5.92073381422951,0.116816431322208
"IND","India","RCP85","Full Adaptation",1006976.82262654,1013361.95227542,41160008.0994744,29206917526.4179,1.32135859032464,0.841776110068793,-6.03971638177338,30.0995952139123,0.545209176788124
"IND","India","RCP85","Imperfect Full Adaptation",1006976.82262654,1013361.95227542,32331991.4232623,13087555548.3182,1.21023743911138,0.630756064645667,-26.1923594200995,-41.7026573367182,0.334189131364998
"IND","India","RCP85","Imperfect Productivity Only",1006976.82262654,1013361.95227542,40709750.6047403,14995733569.2892,0.778399760567611,0.405121622066423,-7.06756656596677,-33.2028494436101,0.108554688785754
"IND","India","RCP85","No Adaptation",1006976.82262654,1013361.95227542,43805751.2328433,22449660568.4248,0.651740876739884,0.296566933280669,0,0,0
"IND","India","RCP85","Productivity Only",1006976.82262654,1013361.95227542,41769697.7567359,16769463802.4127,0.793890178115189,0.455054145683157,-4.64791361592017,-25.3019271658889,0.158487212402488
"IND","India","RCP85","Range Shift Only",1006976.82262654,1013361.95227542,29451836.6307967,17527381401.0344,0.991889205764471,0.455284552845528,-32.7671919738355,-21.9258511833069,0.15871761956486
"IRL","Ireland","RCP26","Full Adaptation",626994.599352562,654152.090213095,20459788.0763166,16559237408.7092,1.23811098047285,0.847898357526085,10.8105573971496,89.4885188143744,0.498140285046575
"IRL","Ireland","RCP26","Imperfect Full Adaptation",626994.599352562,654152.090213095,17814121.1140525,4359049469.0783,1.15343250917188,0.638820315328659,-3.51841950535638,-50.1190902124629,0.289062242849149
"IRL","Ireland","RCP26","Imperfect Productivity Only",626994.599352562,654152.090213095,18430001.327301,7642254032.34505,0.90395704671429,0.47065600210658,-0.182801879925821,-12.549149381081,0.12089792962707
"IRL","Ireland","RCP26","No Adaptation",626994.599352562,654152.090213095,18463753.4156497,8738913319.03378,0.778544020522817,0.34975807247951,0,0,0
"IRL","Ireland","RCP26","Productivity Only",626994.599352562,654152.090213095,20525533.0964561,11505201336.1829,0.95154550133305,0.614100918337119,11.1666335354053,31.6548284227056,0.264342845857608
"IRL","Ireland","RCP26","Range Shift Only",626994.599352562,654152.090213095,17611054.1660351,12956652220.3506,0.947342963421658,0.453572956782199,-4.61823352174863,48.263883017702,0.103814884302689
"IRL","Ireland","RCP45","Full Adaptation",626994.599352562,671764.42696711,21105035.1277696,16838438537.0127,1.24070520397289,0.843520621441032,6.8418907939965,90.9763253911625,0.503011750765281
"IRL","Ireland","RCP45","Imperfect Full Adaptation",626994.599352562,671764.42696711,18586895.615472,4554461188.05048,1.14996074892929,0.629340706362529,-5.90591015246779,-48.3447197364146,0.288831835686778
"IRL","Ireland","RCP45","Imperfect Productivity Only",626994.599352562,671764.42696711,21149317.6629828,9142096296.27278,0.895301328460585,0.476185774003489,7.06606619871317,3.68680879741918,0.135676903327738
"IRL","Ireland","RCP45","No Adaptation",626994.599352562,671764.42696711,19753520.8062374,8817029284.92513,0.755335050797472,0.340508870675751,0,0,0
"IRL","Ireland","RCP45","Productivity Only",626994.599352562,671764.42696711,21993330.7459793,10232098547.9484,0.935188102010324,0.60485171653336,11.3387884707348,16.0492748441098,0.264342845857608
"IRL","Ireland","RCP45","Range Shift Only",626994.599352562,671764.42696711,17949946.2354936,13102026434.0903,0.952377399874711,0.452453836279254,-9.13039547954564,48.5991030617471,0.111944965603502
"IRL","Ireland","RCP60","Full Adaptation",626994.599352562,669789.651957747,20515598.2960493,16587260404.1271,1.24896881553093,0.847437543201343,5.32569748730058,77.0891424529205,0.511207662683914
"IRL","Ireland","RCP60","Imperfect Full Adaptation",626994.599352562,669789.651957747,17881178.1115215,4392496255.97796,1.15916101435479,0.63513380073072,-8.19923799866345,-53.1047697903592,0.298903920213291
"IRL","Ireland","RCP60","Imperfect Productivity Only",626994.599352562,669789.651957747,20946720.9635724,10305634727.9914,0.888923283575606,0.478555676245022,7.53905217499676,10.0251621997168,0.142325795727593
"IRL","Ireland","RCP60","No Adaptation",626994.599352562,669789.651957747,19478245.8464355,9366616255.72944,0.735541494969728,0.336229880517429,0,0,0
"IRL","Ireland","RCP60","Productivity Only",626994.599352562,669789.651957747,21976900.5890261,11579566939.8019,0.924212463355189,0.594088410519733,12.8279248670016,23.6259351686244,0.257858530002304
"IRL","Ireland","RCP60","Range Shift Only",626994.599352562,669789.651957747,17612576.4146888,12951973000.3662,0.955029807043631,0.453046311839637,-9.5782209879443,38.2780360244142,0.116816431322208
"IRL","Ireland","RCP85","Full Adaptation",626994.599352562,675792.498644525,21163077.2609201,16876554334.2563,1.32135859032464,0.841776110068793,5.51611254756563,88.703652403597,0.545209176788124
"IRL","Ireland","RCP85","Imperfect Full Adaptation",626994.599352562,675792.498644525,18698130.5426911,4533526141.55352,1.21023743911138,0.630756064645667,-6.77376345381751,-49.3087911054305,0.334189131364998
"IRL","Ireland","RCP85","Imperfect Productivity Only",626994.599352562,675792.498644525,21390822.2186042,9429296459.94196,0.778399760567611,0.405121622066423,6.65161672263719,5.43281799979881,0.108554688785754
"IRL","Ireland","RCP85","No Adaptation",626994.599352562,675792.498644525,20056725.6980586,8943416896.96652,0.651740876739884,0.296566933280669,0,0,0
"IRL","Ireland","RCP85","Productivity Only",626994.599352562,675792.498644525,22162002.2712172,10364097297.8704,0.793890178115189,0.455054145683157,10.4966114851057,15.885208274097,0.158487212402488
"IRL","Ireland","RCP85","Range Shift Only",626994.599352562,675792.498644525,17955327.1085987,13147515698.7736,0.991889205764471,0.455284552845528,-10.4772764064042,47.0077471534737,0.15871761956486
"IRN","Iran","RCP26","Full Adaptation",79675.1376914518,49038.7829917712,2495133.11333633,2036313665.90446,1.23811098047285,0.847898357526085,40.5309750583568,53.9644673870254,0.498140285046575
"IRN","Iran","RCP26","Imperfect Full Adaptation",79675.1376914518,49038.7829917712,1878082.80356831,792958265.074676,1.15343250917188,0.638820315328659,5.77744578640071,-40.0448963307747,0.289062242849149
"IRN","Iran","RCP26","Imperfect Productivity Only",79675.1376914518,49038.7829917712,1970819.79484551,835978423.217924,0.90395704671429,0.47065600210658,11.0005818742131,-36.7921677132074,0.12089792962707
"IRN","Iran","RCP26","No Adaptation",79675.1376914518,49038.7829917712,1775504.02130221,1322586763.33788,0.778544020522817,0.34975807247951,0,0,0
"IRN","Iran","RCP26","Productivity Only",79675.1376914518,49038.7829917712,2563180.01713944,1998308477.98818,0.95154550133305,0.614100918337119,44.363515170161,51.0909176910972,0.264342845857608
"IRN","Iran","RCP26","Range Shift Only",79675.1376914518,49038.7829917712,1623512.95999494,1282276632.82814,0.947342963421658,0.453572956782199,-8.56044590627288,-3.04782503705106,0.103814884302689
"IRN","Iran","RCP45","Full Adaptation",79675.1376914518,63857.9791682738,2903664.10288265,2379899644.87918,1.24070520397289,0.843520621441032,15.4880683040105,64.2983983114383,0.503011750765281
"IRN","Iran","RCP45","Imperfect Full Adaptation",79675.1376914518,63857.9791682738,2192928.56280325,984106103.778599,1.14996074892929,0.629340706362529,-12.780171991859,-32.0613972243597,0.288831835686778
"IRN","Iran","RCP45","Imperfect Productivity Only",79675.1376914518,63857.9791682738,2650016.87677721,1315015145.24988,0.895301328460585,0.476185774003489,5.39970162809009,-9.21680979921884,0.135676903327738
"IRN","Iran","RCP45","No Adaptation",79675.1376914518,63857.9791682738,2514254.62865917,1448522730.18993,0.755335050797472,0.340508870675751,0,0,0
"IRN","Iran","RCP45","Productivity Only",79675.1376914518,63857.9791682738,2951105.61068543,2022099913.1313,0.935188102010324,0.60485171653336,17.3749697841552,39.5973891874069,0.264342845857608
"IRN","Iran","RCP45","Range Shift Only",79675.1376914518,63857.9791682738,1910699.75019493,1414034774.92297,0.952377399874711,0.452453836279254,-24.0053203674965,-2.38090535606876,0.111944965603502
"IRN","Iran","RCP60","Full Adaptation",79675.1376914518,53889.9356633976,2888258.08432321,2374271953.69529,1.24896881553093,0.847437543201343,11.1504150088595,52.5644062235129,0.511207662683914
"IRN","Iran","RCP60","Imperfect Full Adaptation",79675.1376914518,53889.9356633976,2174451.13594082,949237411.286678,1.15916101435479,0.63513380073072,-16.3194080583897,-39.0045265064515,0.298903920213291
"IRN","Iran","RCP60","Imperfect Productivity Only",79675.1376914518,53889.9356633976,2547297.90528429,1120498057.62113,0.888923283575606,0.478555676245022,-1.97094198045232,-27.9997724904655,0.142325795727593
"IRN","Iran","RCP60","No Adaptation",79675.1376914518,53889.9356633976,2598513.09065557,1556242384.75184,0.735541494969728,0.336229880517429,0,0,0
"IRN","Iran","RCP60","Productivity Only",79675.1376914518,53889.9356633976,2823485.86821215,1760422718.0977,0.924212463355189,0.594088410519733,8.65775040216637,13.1200856207509,0.257858530002304
"IRN","Iran","RCP60","Range Shift Only",79675.1376914518,53889.9356633976,1919968.37350785,1433700209.96684,0.955029807043631,0.453046311839637,-26.1128073430847,-7.87423450136566,0.116816431322208
"IRN","Iran","RCP85","Full Adaptation",79675.1376914518,35576.0059648043,2586262.48221348,2120807392.43247,1.32135859032464,0.841776110068793,-1.42236353019637,27.8938782930298,0.545209176788124
