"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 6.0","No Adaptation","BAU","MUS","Mauritius",124496.152488106,131476.436919515,7688197.25055862,4247193308.1386,0.699808576823674,0.316932838629887,0,0,0
"RCP 6.0","Productivity Only","Productivity","MUS","Mauritius",124496.152488106,131476.436919515,10944775.3535605,9657857595.82421,1.07018781910087,0.799161155025004,42.358149730943,127.393878619029,0.482228316395118
"RCP 6.0","Range Shift Only","Range","MUS","Mauritius",124496.152488106,131476.436919515,7651184.55692068,4645423919.22748,0.786026858589275,0.373017153304296,-0.481422268858364,9.37632413212202,0.0560843146744099
"RCP 8.5","Full Adaptation","Full","MUS","Mauritius",124496.152488106,131338.444783268,11102739.9212207,10383883409.1356,1.852144821849,0.927576902320561,4.65077054491624,85.3574318364287,0.760172692930383
"RCP 8.5","No Adaptation","BAU","MUS","Mauritius",124496.152488106,131338.444783268,10609324.5787,5602086361.6081,0.53216770506509,0.167404209390178,0,0,0
"RCP 8.5","Productivity Only","Productivity","MUS","Mauritius",124496.152488106,131338.444783268,9930348.30075489,4430084155.84049,0.711745543016338,0.362817053426875,-6.39980682001425,-20.9208164622293,0.195412844036697
"RCP 8.5","Range Shift Only","Range","MUS","Mauritius",124496.152488106,131338.444783268,7916450.94850972,4666634396.47352,1.04963979021366,0.384241770102536,-25.3821401184828,-16.6982781905215,0.216837560712358
"RCP 2.6","Full Adaptation","Full","MYS","Malaysia",299732.186583836,292910.62691295,25205963.1270995,26382266359.324,1.20045113098072,0.930495632958013,34.3943453611483,139.283309665538,0.590655582447648
"RCP 2.6","No Adaptation","BAU","MYS","Malaysia",299732.186583836,292910.62691295,18755225.9430003,11025535544.5393,0.739713093834246,0.339840050510365,0,0,0
"RCP 2.6","Productivity Only","Productivity","MYS","Malaysia",299732.186583836,292910.62691295,24580110.3349927,21573292315.8035,1.07725304685975,0.805377249289698,31.0573938682207,95.6666161807281,0.465537198779333
"RCP 2.6","Range Shift Only","Range","MYS","Malaysia",299732.186583836,292910.62691295,17631757.9274582,13055749941.2167,0.826333061252974,0.392191939387562,-5.99015985707937,18.4137485972995,0.0523518888771967
"RCP 4.5","Full Adaptation","Full","MYS","Malaysia",299732.186583836,288477.891095517,25168558.354573,26326217626.7767,1.20334161217616,0.92475383076194,33.2441705086281,116.977474241903,0.584066136591017
"RCP 4.5","No Adaptation","BAU","MYS","Malaysia",299732.186583836,288477.891095517,18889050.274018,12133157010.3108,0.743421773098772,0.340687694170923,0,0,0
"RCP 4.5","Productivity Only","Productivity","MYS","Malaysia",299732.186583836,288477.891095517,24428761.0915138,20555796777.0026,1.10221358746947,0.826918013796009,29.327630225622,69.4183695103778,0.486230319625086
"RCP 4.5","Range Shift Only","Range","MYS","Malaysia",299732.186583836,288477.891095517,17631582.2772765,13100838863.3517,0.830215179653495,0.393028276552051,-6.65712663421274,7.97551578883007,0.0523405823811279
"RCP 6.0","Full Adaptation","Full","MYS","Malaysia",299732.186583836,277624.396674191,25597315.8825618,26661631793.1003,1.22714367389526,0.927774268267004,29.893197945682,138.889401480759,0.615971783533375
"RCP 6.0","No Adaptation","BAU","MYS","Malaysia",299732.186583836,277624.396674191,19706432.8905552,11160659128.3823,0.696101692350819,0.311802484733628,0,0,0
"RCP 6.0","Productivity Only","Productivity","MYS","Malaysia",299732.186583836,277624.396674191,24787084.7705131,21145101870.6592,1.08103986546462,0.797167824805222,25.7816922432112,89.4610490959786,0.485365340071594
"RCP 6.0","Range Shift Only","Range","MYS","Malaysia",299732.186583836,277624.396674191,18089135.4904202,13391863770.522,0.843334879593934,0.394451463465993,-8.20695155291219,19.9916923944532,0.0826489787323647
"RCP 8.5","Full Adaptation","Full","MYS","Malaysia",299732.186583836,21026.4012749501,21326328.448068,22416227955.0891,1.88748660976689,0.927305625033261,-0.322046802834708,64.3220101016922,0.765419615773509
"RCP 8.5","No Adaptation","BAU","MYS","Malaysia",299732.186583836,21026.4012749501,21395231.1058033,13641646631.0366,0.516851209080818,0.161886009259752,0,0,0
"RCP 8.5","Productivity Only","Productivity","MYS","Malaysia",299732.186583836,21026.4012749501,19552612.8450142,10500312779.4817,0.710708263620413,0.340961098398169,-8.61228491375982,-23.027526929249,0.179075089138417
"RCP 8.5","Range Shift Only","Range","MYS","Malaysia",299732.186583836,21026.4012749501,15199352.6460764,11294630367.8256,1.10864703129995,0.405460060667341,-28.9591565012183,-17.2047871249738,0.243574051407589
"RCP 2.6","Full Adaptation","Full","NAM","Namibia",416231.007350204,460759.189087613,33233726.7787673,20239666919.7495,1.25023235770899,0.908752458555774,20.4265698904711,111.412023945918,0.598763697667884
"RCP 2.6","No Adaptation","BAU","NAM","Namibia",416231.007350204,460759.189087613,27596673.0672423,9573564711.21389,0.702364729606806,0.30998876088789,0,0,0
"RCP 2.6","Productivity Only","Productivity","NAM","Namibia",416231.007350204,460759.189087613,30722612.9879822,12166753153.4475,0.877534153557838,0.597429053104805,11.3272346747132,27.0869683389314,0.287440292216915
"RCP 2.6","Range Shift Only","Range","NAM","Namibia",416231.007350204,460759.189087613,29492174.2113774,12846513697.4973,0.894211612520511,0.439870750210733,6.86858571508443,34.1873595156221,0.129881989322844
"RCP 4.5","Full Adaptation","Full","NAM","Namibia",416231.007350204,468491.280122355,34427341.2397911,20703176640.5466,1.31441754618195,0.909470461345766,17.6100010647248,117.505594258849,0.625287036392735
"RCP 4.5","No Adaptation","BAU","NAM","Namibia",416231.007350204,468491.280122355,29272460.6139954,9518457082.03171,0.666114970152947,0.28418342495303,0,0,0
"RCP 4.5","Productivity Only","Productivity","NAM","Namibia",416231.007350204,468491.280122355,33521028.1201053,12836983778.0641,0.850899558084815,0.571150233108343,14.5138721412395,34.8641241687892,0.286966808155313
"RCP 4.5","Range Shift Only","Range","NAM","Namibia",416231.007350204,468491.280122355,30675076.6793874,12928529352.7092,0.902172826818011,0.454317723192541,4.79158921379326,35.8258932229136,0.17013429823951
"RCP 6.0","Full Adaptation","Full","NAM","Namibia",416231.007350204,453256.227728882,33828747.7040891,20050440738.2225,1.35426234643955,0.910913140311804,16.4806649410894,114.411159156516,0.640103006681515
"RCP 6.0","No Adaptation","BAU","NAM","Namibia",416231.007350204,453256.227728882,29042371.7285595,9351397948.26911,0.647424450329036,0.27081013363029,0,0,0
"RCP 6.0","Productivity Only","Productivity","NAM","Namibia",416231.007350204,453256.227728882,34024867.5704934,13083222914.0364,0.835928876579574,0.549136971046771,17.1559536820961,39.9065999159836,0.278326837416481
"RCP 6.0","Range Shift Only","Range","NAM","Namibia",416231.007350204,453256.227728882,30129265.7857682,12555416672.3217,0.918596739702142,0.45984131403118,3.74244248151336,34.2624572473214,0.189031180400891
"RCP 8.5","Full Adaptation","Full","NAM","Namibia",416231.007350204,409112.052119179,33046902.8004956,19106856120.5172,1.58566023449042,0.910136642498606,7.36477524035398,114.454357310205,0.724972113775795
"RCP 8.5","No Adaptation","BAU","NAM","Namibia",416231.007350204,409112.052119179,30780023.2678871,8909521056.21219,0.523633429990296,0.185164528722811,0,0,0
"RCP 8.5","Productivity Only","Productivity","NAM","Namibia",416231.007350204,409112.052119179,31848838.0601035,8363149034.57654,0.656040278612248,0.329824316787507,3.47243009829533,-6.13245109572637,0.144659788064696
"RCP 8.5","Range Shift Only","Range","NAM","Namibia",416231.007350204,409112.052119179,30122178.9621283,11676204944.9552,1.00539466614155,0.468697713329615,-2.13724434199868,31.0531157767896,0.283533184606804
"RCP 2.6","Full Adaptation","Full","NGA","Nigeria",174396.268078457,16553.0060584285,5262596.90004189,3128317622.83643,1.32443586252352,0.931928560238133,5.17274943598467,84.0434668303411,0.67021776594078
"RCP 2.6","No Adaptation","BAU","NGA","Nigeria",174396.268078457,16553.0060584285,5003764.69024903,1699771079.47018,0.634800905789728,0.261710794297352,0,0,0
"RCP 2.6","Productivity Only","Productivity","NGA","Nigeria",174396.268078457,16553.0060584285,5902629.24581793,2304465152.04978,0.800308427448573,0.518251605827981,17.9637655088084,35.5750300662893,0.256540811530628
"RCP 2.6","Range Shift Only","Range","NGA","Nigeria",174396.268078457,16553.0060584285,4765858.01078447,1887037189.75983,0.833855360356563,0.421823593921354,-4.75455370489704,11.0171371046051,0.160112799624001
"RCP 4.5","Full Adaptation","Full","NGA","Nigeria",174396.268078457,14224.8694119009,4114078.35889452,2672519585.06964,1.20409337062277,0.913495452014108,0.900725331041141,46.9446410120905,0.622517170967143
"RCP 4.5","No Adaptation","BAU","NGA","Nigeria",174396.268078457,14224.8694119009,4077352.61109056,1818725451.06953,0.777948085218201,0.290978281046965,0,0,0
"RCP 4.5","Productivity Only","Productivity","NGA","Nigeria",174396.268078457,14224.8694119009,5106169.53969676,2639595077.52227,1.0247587845388,0.589103397067013,25.232473782321,45.1343343752085,0.298125116020048
"RCP 4.5","Range Shift Only","Range","NGA","Nigeria",174396.268078457,14224.8694119009,3652362.67656568,1671369251.42135,0.901777338378519,0.442546872099499,-10.4231832529981,-8.10216844777337,0.151568591052534
"RCP 6.0","Full Adaptation","Full","NGA","Nigeria",174396.268078457,14197.6116247999,5705571.11585806,3362636121.91791,1.20000738372382,0.913904192735083,4.94017829235317,61.7463226018924,0.63582033803343
"RCP 6.0","No Adaptation","BAU","NGA","Nigeria",174396.268078457,14197.6116247999,5436974.86387234,2078956768.73866,0.823510439154681,0.278083854701653,0,0,0
"RCP 6.0","Productivity Only","Productivity","NGA","Nigeria",174396.268078457,14197.6116247999,6626506.39844046,2988471087.68473,1.04141207633347,0.554113362592212,21.8785549749794,43.7485922084801,0.276029507890559
"RCP 6.0","Range Shift Only","Range","NGA","Nigeria",174396.268078457,14197.6116247999,4956243.62171482,2015823489.55552,0.981979921215362,0.448407881221403,-8.84188825944163,-3.03677691294398,0.17032402651975
"RCP 8.5","Full Adaptation","Full","NGA","Nigeria",174396.268078457,13549.9272547175,3876811.22881591,2511615875.3584,1.43914076519642,0.907347922103995,-11.2041656775288,29.3771137265789,0.700160610319213
"RCP 8.5","No Adaptation","BAU","NGA","Nigeria",174396.268078457,13549.9272547175,4365983.22252018,1941313886.98805,0.590979368003303,0.207187311784782,0,0,0
"RCP 8.5","Productivity Only","Productivity","NGA","Nigeria",174396.268078457,13549.9272547175,4335195.99865131,1491229220.18168,0.787051545550468,0.370909455932544,-0.705161295857986,-23.1845385655112,0.163722144147761
"RCP 8.5","Range Shift Only","Range","NGA","Nigeria",174396.268078457,13549.9272547175,3424763.92821264,1569349397.18442,1.07049223560648,0.457538646858061,-21.5580144571475,-19.1604506770793,0.250351335073278
"RCP 2.6","Full Adaptation","Full","NIC","Nicaragua",65469.3946365605,66983.4948708159,5724320.08544549,6887485192.35081,1.25729791891424,0.919781468058636,26.5134104017552,125.720794453576,0.653161681181371
"RCP 2.6","No Adaptation","BAU","NIC","Nicaragua",65469.3946365605,66983.4948708159,4524674.55210272,3051329501.57472,0.625902211157078,0.266619786877265,0,0,0
"RCP 2.6","Productivity Only","Productivity","NIC","Nicaragua",65469.3946365605,66983.4948708159,5642978.25534706,4301789512.40631,0.846856394639179,0.557905555255044,24.7156715995107,40.9808252496575,0.291285768377779
"RCP 2.6","Range Shift Only","Range","NIC","Nicaragua",65469.3946365605,66983.4948708159,4158654.25261398,4116530737.7449,0.80658493680412,0.392978850002705,-8.08942820691131,34.9094136054613,0.126359063125439
"RCP 4.5","Full Adaptation","Full","NIC","Nicaragua",65469.3946365605,66102.006250717,5731133.5815767,6896850894.25976,1.28401818642523,0.915102575294631,28.738648202974,80.1736113369848,0.636785246617198
"RCP 4.5","No Adaptation","BAU","NIC","Nicaragua",65469.3946365605,66102.006250717,4451758.39701283,3827891800.07074,0.658685090303701,0.278317328677433,0,0,0
"RCP 4.5","Productivity Only","Productivity","NIC","Nicaragua",65469.3946365605,66102.006250717,5627140.7555476,5077759231.44913,0.891444976695152,0.618125272806635,26.4026538215429,32.6515872615652,0.339807944129201
"RCP 4.5","Range Shift Only","Range","NIC","Nicaragua",65469.3946365605,66102.006250717,4124287.49409744,4132898262.25183,0.807279766127351,0.383784373635967,-7.35599000914176,7.96800113773994,0.105467044958533
"RCP 6.0","Full Adaptation","Full","NIC","Nicaragua",65469.3946365605,45810.0365525507,5037577.47653336,6167799786.52485,1.36498032573279,0.918448227742116,22.8886768495022,106.327005425764,0.675858219369244
"RCP 6.0","No Adaptation","BAU","NIC","Nicaragua",65469.3946365605,45810.0365525507,4099301.58390648,2989332285.31929,0.617835397903785,0.242590008372872,0,0,0
"RCP 6.0","Productivity Only","Productivity","NIC","Nicaragua",65469.3946365605,45810.0365525507,5246189.02786823,4387446579.867,0.865471190007794,0.548255651688529,27.9776303471874,46.7701199165411,0.305665643315657
"RCP 6.0","Range Shift Only","Range","NIC","Nicaragua",65469.3946365605,45810.0365525507,3564380.62428287,3552937538.93242,0.83708136289671,0.396204298074239,-13.0490755235882,18.8538844069299,0.153614289701368
"RCP 8.5","Full Adaptation","Full","NIC","Nicaragua",65469.3946365605,28526.8745670826,4853116.76830231,5611564173.7837,1.61513911358153,0.911615871190339,-5.84964195470197,49.0528742535427,0.75083381253594
"RCP 8.5","No Adaptation","BAU","NIC","Nicaragua",65469.3946365605,28526.8745670826,5154645.04762409,3764814467.27306,0.550649107131883,0.160782058654399,0,0,0
"RCP 8.5","Productivity Only","Productivity","NIC","Nicaragua",65469.3946365605,28526.8745670826,4496113.21505715,2546699247.77084,0.72637185164182,0.310523289246693,-12.7755029974465,-32.3552522997111,0.149741230592294
"RCP 8.5","Range Shift Only","Range","NIC","Nicaragua",65469.3946365605,28526.8745670826,3504117.84221328,3368013852.09676,0.982358788833505,0.417826336975273,-32.0201913063166,-10.5397123450738,0.257044278320874
"RCP 2.6","Full Adaptation","Full","NLD","Netherlands",179199.161607289,179845.134832288,14759945.2732844,11401299867.3986,1.25262286743716,0.918612378716052,18.1206447801411,118.420550190405,0.629845819857339
"RCP 2.6","No Adaptation","BAU","NLD","Netherlands",179199.161607289,179845.134832288,12495652.4752783,5219884235.91997,0.66787070974164,0.288766558858712,0,0,0
"RCP 2.6","Productivity Only","Productivity","NLD","Netherlands",179199.161607289,179845.134832288,13542490.6792509,6708002381.82249,0.823912961074987,0.540538744406539,8.37761938437152,28.5086426948364,0.251772185547827
"RCP 2.6","Range Shift Only","Range","NLD","Netherlands",179199.161607289,179845.134832288,11967746.4692144,8602165409.69413,0.877084129858375,0.433554118116167,-4.22471741358277,64.7960954861685,0.144787559257454
"RCP 4.5","Full Adaptation","Full","NLD","Netherlands",179199.161607289,178030.525818211,14663014.491947,11419015171.5999,1.28391492271018,0.91489830788734,19.0070452035248,151.151660988534,0.626202943283911
"RCP 4.5","No Adaptation","BAU","NLD","Netherlands",179199.161607289,178030.525818211,12321131.4648393,4546661219.22291,0.67255611739624,0.288695364603428,0,0,0
"RCP 4.5","Productivity Only","Productivity","NLD","Netherlands",179199.161607289,178030.525818211,13230191.4130467,5486616606.74633,0.851263792518505,0.58188833158794,7.37805574757144,20.6735303600225,0.293192966984512
"RCP 4.5","Range Shift Only","Range","NLD","Netherlands",179199.161607289,178030.525818211,11935809.9095263,8638421294.87406,0.889705832343364,0.429917874662404,-3.12732281456877,89.9948308959445,0.141222510058976
"RCP 6.0","Full Adaptation","Full","NLD","Netherlands",179199.161607289,170283.462294623,14494939.2982017,11386823973.5997,1.43889111623006,0.916755025403137,17.1128364290765,143.365250409124,0.66503203004197
"RCP 6.0","No Adaptation","BAU","NLD","Netherlands",179199.161607289,170283.462294623,12376900.5517853,4678902988.18636,0.619714922857504,0.251722995361166,0,0,0
"RCP 6.0","Productivity Only","Productivity","NLD","Netherlands",179199.161607289,170283.462294623,13495249.576454,5752042267.4011,0.784552835304915,0.50427435387674,9.0357761217321,22.9357027047641,0.252551358515573
"RCP 6.0","Range Shift Only","Range","NLD","Netherlands",179199.161607289,170283.462294623,11901500.1617895,8601752959.96134,0.945180271128865,0.437221117738016,-3.84102940802197,83.8412333335333,0.18549812237685
