"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 6.0","No Adaptation","BAU","MDG","Madagascar",185838.704331255,190043.540203884,11062840.1392188,5454345065.07453,0.693258561231687,0.309319233311302,0,0,0
"RCP 6.0","Productivity Only","Productivity","MDG","Madagascar",185838.704331255,190043.540203884,15821312.6321059,13781036171.0789,1.0520034932785,0.779500737200671,43.0131180872616,152.661612103022,0.470181503889369
"RCP 6.0","Range Shift Only","Range","MDG","Madagascar",185838.704331255,190043.540203884,10944181.422343,5607501189.83546,0.777134249780758,0.367939397020692,-1.07258819057764,2.80796544651387,0.0586201637093904
"RCP 8.5","Full Adaptation","Full","MDG","Madagascar",185838.704331255,169950.413033232,16071537.1896236,14976918632.4797,1.85982837603688,0.925503184713376,3.4559396706483,98.7113048629841,0.756636942675159
"RCP 8.5","No Adaptation","BAU","MDG","Madagascar",185838.704331255,169950.413033232,15534668.4209599,7537023946.77878,0.534626229453663,0.168866242038217,0,0,0
"RCP 8.5","Productivity Only","Productivity","MDG","Madagascar",185838.704331255,169950.413033232,14699521.7354457,6686677033.30361,0.718679263301309,0.362242038216561,-5.37601874004248,-11.2822636557841,0.193375796178344
"RCP 8.5","Range Shift Only","Range","MDG","Madagascar",185838.704331255,169950.413033232,11476321.1776344,5912997185.73862,1.02053583871859,0.379108280254777,-26.124453598571,-21.5473212306066,0.21024203821656
"RCP 2.6","Full Adaptation","Full","MDV","Maldives",141766.773416878,143495.378484125,12411879.857344,11077342808.6028,1.19937124828071,0.933850292767843,37.0954392236068,109.079824918794,0.602257741203777
"RCP 2.6","No Adaptation","BAU","MDV","Maldives",141766.773416878,143495.378484125,9053459.34746951,5298140465.20519,0.723666543748779,0.331592551564066,0,0,0
"RCP 2.6","Productivity Only","Productivity","MDV","Maldives",141766.773416878,143495.378484125,12230953.2296192,10320415290.2852,1.07561146796872,0.806878725536741,35.097013861754,94.793161073458,0.475286173972675
"RCP 2.6","Range Shift Only","Range","MDV","Maldives",141766.773416878,143495.378484125,8824780.16497657,5716379791.59673,0.800577694683198,0.381758717096587,-2.52587628348788,7.89407772667164,0.050166165532521
"RCP 4.5","Full Adaptation","Full","MDV","Maldives",141766.773416878,143517.269672576,12417656.2795191,11081748793.6603,1.20579056748485,0.93184575618505,32.4617827331341,119.760440751388,0.60842960384027
"RCP 4.5","No Adaptation","BAU","MDV","Maldives",141766.773416878,143517.269672576,9374519.97346019,5042649512.24635,0.718322162929195,0.32341615234478,0,0,0
"RCP 4.5","Productivity Only","Productivity","MDV","Maldives",141766.773416878,143517.269672576,12016009.5629723,9746935786.26593,1.07852299507469,0.809358020783879,28.1773317139471,93.2899711271818,0.485941868439099
"RCP 4.5","Range Shift Only","Range","MDV","Maldives",141766.773416878,143517.269672576,8835097.39368969,5733010328.74823,0.803127606826559,0.380861950730601,-5.75413547891129,13.6904382274697,0.0574457983858205
"RCP 6.0","Full Adaptation","Full","MDV","Maldives",141766.773416878,142659.261738901,12374634.6943887,11008556163.4213,1.22313190061256,0.933026989911794,30.2252822554998,124.501367749925,0.62758147150478
"RCP 6.0","No Adaptation","BAU","MDV","Maldives",141766.773416878,142659.261738901,9502482.52878415,4903558616.9274,0.689204300443711,0.305445518407014,0,0,0
"RCP 6.0","Productivity Only","Productivity","MDV","Maldives",141766.773416878,142659.261738901,11838783.0987392,9141556387.42373,1.05421400419325,0.779644007817039,24.586212738388,86.4269829643006,0.474198489410025
"RCP 6.0","Range Shift Only","Range","MDV","Maldives",141766.773416878,142659.261738901,8809558.09397493,5705326217.44309,0.815614128017193,0.381661648972693,-7.2920358728392,16.3507294018662,0.0762161305656789
"RCP 8.5","Full Adaptation","Full","MDV","Maldives",141766.773416878,1.54151516366768e-14,11197432.2376673,10148999139.9262,1.68705029445969,0.928710992016971,2.83623132829887,68.1934010526802,0.76229553955228
"RCP 8.5","No Adaptation","BAU","MDV","Maldives",141766.773416878,1.54151516366768e-14,10888606.1780309,6034124452.21164,0.641005415987338,0.16641545246469,0,0,0
"RCP 8.5","Productivity Only","Productivity","MDV","Maldives",141766.773416878,1.54151516366768e-14,10284497.7137609,5315800399.85691,0.685661902710949,0.361134371685368,-5.54807892206442,-11.9043625640079,0.194718919220678
"RCP 8.5","Range Shift Only","Range","MDV","Maldives",141766.773416878,1.54151516366768e-14,8037818.8560086,5304366918.53585,1.11078862032146,0.386925696421593,-26.1813796496202,-12.093842933722,0.220510243956903
"RCP 2.6","Full Adaptation","Full","MEX","Mexico",1217166.04719883,1056636.70092249,91088886.3322944,85423619693.9196,1.25228476068309,0.915983606557377,10.2021398589969,140.597640647941,0.586644689950107
"RCP 2.6","No Adaptation","BAU","MEX","Mexico",1217166.04719883,1056636.70092249,82656186.5757254,35504762001.7676,0.713384765611177,0.32933891660727,0,0,0
"RCP 2.6","Productivity Only","Productivity","MEX","Mexico",1217166.04719883,1056636.70092249,92178516.4391343,47337697774.7752,0.869871153703158,0.591589451176051,11.5204079185107,33.3277428318447,0.262250534568781
"RCP 2.6","Range Shift Only","Range","MEX","Mexico",1217166.04719883,1056636.70092249,82053665.4026869,59330030970.0845,0.916094691006267,0.466366714183892,-0.728948670389636,67.1044322649755,0.137027797576621
"RCP 4.5","Full Adaptation","Full","MEX","Mexico",1217166.04719883,1040616.49457187,98156856.6793846,90493634870.0007,1.26765613216839,0.912451015318846,8.43684186911086,78.7487740270387,0.565951193444959
"RCP 4.5","No Adaptation","BAU","MEX","Mexico",1217166.04719883,1040616.49457187,90519840.8469561,50626156941.5363,0.763737466213944,0.346499821873887,0,0,0
"RCP 4.5","Productivity Only","Productivity","MEX","Mexico",1217166.04719883,1040616.49457187,94442695.5168327,53343259141.7048,0.922539675209814,0.644905593159957,4.33369594242785,5.3669928043447,0.29840577128607
"RCP 4.5","Range Shift Only","Range","MEX","Mexico",1217166.04719883,1040616.49457187,86302816.8215394,64402417873.9812,0.939226262713953,0.468115425721411,-4.65867370728868,27.2117453994265,0.121615603847524
"RCP 6.0","Full Adaptation","Full","MEX","Mexico",1217166.04719883,658495.998210521,78464726.2325624,71796617712.1212,1.40753322828308,0.915506824793019,5.74542315331384,150.182191746366,0.608279257104498
"RCP 6.0","No Adaptation","BAU","MEX","Mexico",1217166.04719883,658495.998210521,74201534.1116005,28697733124.3898,0.696822385823398,0.307227567688521,0,0,0
"RCP 6.0","Productivity Only","Productivity","MEX","Mexico",1217166.04719883,658495.998210521,85008564.8978653,43899754171.5433,0.862754665432082,0.573819646453345,14.5644303930574,52.9728985256799,0.266592078764824
"RCP 6.0","Range Shift Only","Range","MEX","Mexico",1217166.04719883,658495.998210521,72319450.4134617,49234894132.8313,0.980077981854002,0.474826583128217,-2.53644849890587,71.5637047686781,0.167599015439696
"RCP 8.5","Full Adaptation","Full","MEX","Mexico",1217166.04719883,411311.43582586,77046597.9716193,71253205124.4825,1.67676296843268,0.910635155096012,-7.36347263633631,66.2929404446895,0.692115952732644
"RCP 8.5","No Adaptation","BAU","MEX","Mexico",1217166.04719883,411311.43582586,83170861.6074921,42848003609.7395,0.615478823148693,0.218519202363368,0,0,0
"RCP 8.5","Productivity Only","Productivity","MEX","Mexico",1217166.04719883,411311.43582586,79736341.4182577,34024695559.6618,0.72867407196319,0.340657311669128,-4.12947530283252,-20.5921100325714,0.122138109305761
"RCP 8.5","Range Shift Only","Range","MEX","Mexico",1217166.04719883,411311.43582586,70944303.9429697,51518128909.7517,1.09803513284902,0.490260339734121,-14.7005302436606,20.2346073786307,0.271741137370753
"RCP 2.6","Full Adaptation","Full","MHL","Marshall Islands",187073.317076589,190748.054571051,16661976.7947121,18801878147.5973,1.20611449641359,0.929364209372431,45.545571835108,145.702274977462,0.599479309399836
"RCP 2.6","No Adaptation","BAU","MHL","Marshall Islands",187073.317076589,190748.054571051,11447944.8495959,7652301204.50532,0.720285997633424,0.329884899972595,0,0,0
"RCP 2.6","Productivity Only","Productivity","MHL","Marshall Islands",187073.317076589,190748.054571051,16443654.6085301,15784964036.5587,1.1203940588517,0.841737462318443,43.6384855497496,106.277348665591,0.511852562345848
"RCP 2.6","Range Shift Only","Range","MHL","Marshall Islands",187073.317076589,190748.054571051,11035371.7007157,8768685120.88445,0.76872642156441,0.361811455193204,-3.60390580405975,14.588865317035,0.0319265552206084
"RCP 4.5","Full Adaptation","Full","MHL","Marshall Islands",187073.317076589,190726.784819087,16681531.3753476,18816728680.5153,1.20771579340473,0.928268018635243,43.9967813710665,112.920647634623,0.597081392162236
"RCP 4.5","No Adaptation","BAU","MHL","Marshall Islands",187073.317076589,190726.784819087,11584655.7239087,8837437275.13233,0.727381104944231,0.331186626473006,0,0,0
"RCP 4.5","Productivity Only","Productivity","MHL","Marshall Islands",187073.317076589,190726.784819087,16275465.6733966,14542178572.2214,1.13785414293469,0.856741573033708,40.491578354002,64.5519862770813,0.525554946560702
"RCP 4.5","Range Shift Only","Range","MHL","Marshall Islands",187073.317076589,190726.784819087,11041780.2478222,8791861224.60835,0.770080260061485,0.361948479035352,-4.68615977051595,-0.515715688893559,0.0307618525623459
"RCP 6.0","Full Adaptation","Full","MHL","Marshall Islands",187073.317076589,190767.11045289,16671038.4585778,18808023948.7185,1.22206148681989,0.929021649767059,44.7695256993415,156.185561231008,0.616744313510551
"RCP 6.0","No Adaptation","BAU","MHL","Marshall Islands",187073.317076589,190767.11045289,11515571.6495199,7341562833.73007,0.694067672369903,0.312277336256509,0,0,0
"RCP 6.0","Productivity Only","Productivity","MHL","Marshall Islands",187073.317076589,190767.11045289,16496253.6777888,15979805629.7268,1.11571369642229,0.834954782132091,43.2517132440966,117.662178907047,0.522677445875582
"RCP 6.0","Range Shift Only","Range","MHL","Marshall Islands",187073.317076589,190767.11045289,11060615.0151542,8793486573.84266,0.774576265786755,0.364140860509729,-3.95079504702399,19.776766514098,0.0518635242532201
"RCP 8.5","Full Adaptation","Full","MHL","Marshall Islands",187073.317076589,171069.352195921,16528517.08822,18584537278.8448,1.88130535203359,0.92788825431776,8.5911329185334,88.8027201602301,0.763916603591825
"RCP 8.5","No Adaptation","BAU","MHL","Marshall Islands",187073.317076589,171069.352195921,15220871.7636457,9843363095.12529,0.537654165711334,0.163971650725934,0,0,0
"RCP 8.5","Productivity Only","Productivity","MHL","Marshall Islands",187073.317076589,171069.352195921,13828643.779443,6091763840.2846,0.701654177825599,0.353471409894722,-9.14683472682553,-38.1129825099979,0.189499759168788
"RCP 8.5","Range Shift Only","Range","MHL","Marshall Islands",187073.317076589,171069.352195921,11253231.313163,8736454663.65069,1.06273681740519,0.379825225349205,-26.0671038564243,-11.2452260551353,0.215853574623271
"RCP 2.6","Full Adaptation","Full","MLT","Malta",72887.4743990143,72206.2577841847,5712900.42689569,2834146639.15438,1.22687318087276,0.921480905141672,29.7210992339473,89.058232800254,0.583284704661869
"RCP 2.6","No Adaptation","BAU","MLT","Malta",72887.4743990143,72206.2577841847,4403987.06196027,1499086602.67059,0.75408671702811,0.338196200479803,0,0,0
"RCP 2.6","Productivity Only","Productivity","MLT","Malta",72887.4743990143,72206.2577841847,5051325.18635597,2033030940.94053,0.880329343730707,0.605264864163911,14.6989106754451,35.6179781287304,0.267068663684108
"RCP 2.6","Range Shift Only","Range","MLT","Malta",72887.4743990143,72206.2577841847,4724748.37821772,1825613083.43889,0.977923002728342,0.476820333268495,7.28343003157406,21.781695612955,0.138624132788692
"RCP 4.5","Full Adaptation","Full","MLT","Malta",72887.4743990143,65284.3119744154,5477782.16746341,2725276504.20378,1.24712496943609,0.918303273213093,28.1832950691228,115.82682750794,0.616833667334669
"RCP 4.5","No Adaptation","BAU","MLT","Malta",72887.4743990143,65284.3119744154,4273397.84369681,1262714434.37842,0.725038605939382,0.301469605878424,0,0,0
"RCP 4.5","Productivity Only","Productivity","MLT","Malta",72887.4743990143,65284.3119744154,4960599.11436846,1778061212.33938,0.856558394365907,0.522645290581162,16.0809102219506,40.8126147868614,0.221175684702739
"RCP 4.5","Range Shift Only","Range","MLT","Malta",72887.4743990143,65284.3119744154,4514374.48766949,1760277645.48014,0.988035967297319,0.479826319305277,5.63899390570721,39.4042546402541,0.178356713426854
"RCP 6.0","Full Adaptation","Full","MLT","Malta",72887.4743990143,60191.9096443692,5330404.66527323,2619977170.47119,1.2708812199027,0.916900157178979,23.9797018849359,93.7197108377096,0.627485819722545
"RCP 6.0","No Adaptation","BAU","MLT","Malta",72887.4743990143,60191.9096443692,4299417.23058853,1352457712.8169,0.696343430261724,0.289414337456434,0,0,0
"RCP 6.0","Productivity Only","Productivity","MLT","Malta",72887.4743990143,60191.9096443692,5038969.50046133,1890057923.49708,0.838121136848579,0.508781521219162,17.2012212401996,39.74987207256,0.219367183762728
"RCP 6.0","Range Shift Only","Range","MLT","Malta",72887.4743990143,60191.9096443692,4414951.70719929,1685165257.16173,0.998862543924065,0.484384610127793,2.68721248518942,24.6002178990033,0.194970272671359
"RCP 8.5","Full Adaptation","Full","MLT","Malta",72887.4743990143,55640.1776540592,5088736.66475972,2436901321.27531,1.45990614603321,0.914623717217788,17.2789117810263,83.6981586399194,0.70381984036488
"RCP 8.5","No Adaptation","BAU","MLT","Malta",72887.4743990143,55640.1776540592,4339003.99268796,1326579068.24862,0.537490183320956,0.210803876852908,0,0,0
"RCP 8.5","Productivity Only","Productivity","MLT","Malta",72887.4743990143,55640.1776540592,4480500.09855885,1170425516.81676,0.656553519199053,0.323546180159635,3.2610273258412,-11.7711454348527,0.112742303306727
"RCP 8.5","Range Shift Only","Range","MLT","Malta",72887.4743990143,55640.1776540592,4202628.69055578,1564333912.26,1.01671821460494,0.496935575826682,-3.14300937178205,17.9224027954304,0.286131698973774
"RCP 2.6","Full Adaptation","Full","MMR","Myanmar",239245.798977827,252661.737867451,21715517.7132475,21242951797.3874,1.19984440014129,0.933521096822192,42.5655435188401,113.294541353766,0.584493569986184
"RCP 2.6","No Adaptation","BAU","MMR","Myanmar",239245.798977827,252661.737867451,15231953.7928026,9959444654.58883,0.751632804685332,0.349027526836008,0,0,0
"RCP 2.6","Productivity Only","Productivity","MMR","Myanmar",239245.798977827,252661.737867451,21353140.8060983,18021428953.7696,1.08021416080871,0.811722818577957,40.1864862286287,80.9481309328449,0.462695291741949
"RCP 2.6","Range Shift Only","Range","MMR","Myanmar",239245.798977827,252661.737867451,14647939.5820194,11386550556.2857,0.830904246943292,0.397757466255713,-3.83413854012056,14.3291714667984,0.0487299394197045
"RCP 4.5","Full Adaptation","Full","MMR","Myanmar",239245.798977827,246293.881481105,21297922.9172942,20944013777.7756,1.20384886125469,0.927416260073461,32.1587726069264,113.462527773341,0.571569541143578
"RCP 4.5","No Adaptation","BAU","MMR","Myanmar",239245.798977827,246293.881481105,16115406.1112837,9811564585.24392,0.759733413622568,0.355846718929883,0,0,0
"RCP 4.5","Productivity Only","Productivity","MMR","Myanmar",239245.798977827,246293.881481105,20070745.4395738,15027008149.7624,1.10664291615952,0.835316046269393,24.5438389884609,53.1560845286819,0.47946932733951
"RCP 4.5","Range Shift Only","Range","MMR","Myanmar",239245.798977827,246293.881481105,14462000.3479509,11366568960.9595,0.850642090215589,0.409626665204758,-10.2597834141773,15.8486891892273,0.0537799462748753
"RCP 6.0","Full Adaptation","Full","MMR","Myanmar",239245.798977827,240953.264546744,21188179.5461871,20820297353.5279,1.22343937221637,0.930337078651685,29.952003010042,135.887173745759,0.601918333790079
"RCP 6.0","No Adaptation","BAU","MMR","Myanmar",239245.798977827,240953.264546744,16304619.4405713,8826379587.71261,0.719399773591123,0.328418744861606,0,0,0
"RCP 6.0","Productivity Only","Productivity","MMR","Myanmar",239245.798977827,240953.264546744,19815917.6753762,15016247985.5037,1.0897881927922,0.809262811729241,21.5356037447129,70.1291887152481,0.480844066867635
"RCP 6.0","Range Shift Only","Range","MMR","Myanmar",239245.798977827,240953.264546744,14425172.9112731,11294055119.2597,0.862243317662796,0.410139764318992,-11.5270800164861,27.957958379474,0.0817210194573856
"RCP 8.5","Full Adaptation","Full","MMR","Myanmar",239245.798977827,150310.512090702,20258063.01598,19901169100.9833,2.05536456579947,0.930839375961327,2.46747066336216,84.834409491954,0.761371127224786
"RCP 8.5","No Adaptation","BAU","MMR","Myanmar",239245.798977827,150310.512090702,19770238.1885995,10767026094.159,0.55588219381867,0.169468248736541,0,0,0
"RCP 8.5","Productivity Only","Productivity","MMR","Myanmar",239245.798977827,150310.512090702,18348874.4062174,8121519414.58267,0.744446955596097,0.352724675895408,-7.18941152262773,-24.5704492256358,0.183256427158866
"RCP 8.5","Range Shift Only","Range","MMR","Myanmar",239245.798977827,150310.512090702,14234277.7894416,10980700748.0627,1.25959364161868,0.419523181718304,-28.0014855984398,1.98452805849184,0.250054932981762
"RCP 2.6","Full Adaptation","Full","MNE","Montenegro",12249.106027677,12303.0460358176,982164.894139764,525752234.878715,1.23213182264564,0.925524619393773,25.1833537401003,85.750652607214,0.586270744753806
"RCP 2.6","No Adaptation","BAU","MNE","Montenegro",12249.106027677,12303.0460358176,784581.068325497,283041931.481374,0.746607727467167,0.339253874639967,0,0,0
"RCP 2.6","Productivity Only","Productivity","MNE","Montenegro",12249.106027677,12303.0460358176,886658.180228848,387571721.80066,0.85973382864221,0.589082430393636,13.0103970162332,36.9308497056258,0.249828555753669
"RCP 2.6","Range Shift Only","Range","MNE","Montenegro",12249.106027677,12303.0460358176,829027.936577794,325674288.660425,0.980032572360081,0.488958990536278,5.66504470304877,15.0622054322213,0.149705115896311
"RCP 4.5","Full Adaptation","Full","MNE","Montenegro",12249.106027677,11105.0411517013,933010.286629163,482999277.719311,1.23994722547064,0.921358672528719,24.9733115494639,105.35281702782,0.625088639909233
"RCP 4.5","No Adaptation","BAU","MNE","Montenegro",12249.106027677,11105.0411517013,746567.627168847,235204602.844029,0.726206513431546,0.296270032619487,0,0,0
"RCP 4.5","Productivity Only","Productivity","MNE","Montenegro",12249.106027677,11105.0411517013,852982.932937107,322774952.821216,0.845571027559068,0.496667139412849,14.2539405534916,37.2315630384397,0.200397106793363
"RCP 4.5","Range Shift Only","Range","MNE","Montenegro",12249.106027677,11105.0411517013,784607.787833188,301737632.682637,0.997611515125798,0.492412423769678,5.09534023174805,28.287299242493,0.196142391150191
"RCP 6.0","Full Adaptation","Full","MNE","Montenegro",12249.106027677,12374.6285329285,982423.536494951,526632410.325337,1.33556380259138,0.924998321359028,21.5919827816671,98.5982801408671,0.653192775129255
"RCP 6.0","No Adaptation","BAU","MNE","Montenegro",12249.106027677,12374.6285329285,807967.362666509,265174708.437452,0.615660702224738,0.271805546229772,0,0,0
"RCP 6.0","Productivity Only","Productivity","MNE","Montenegro",12249.106027677,12374.6285329285,928034.916884722,371609691.057019,0.717938949285625,0.459343315651648,14.8604460732124,40.1376825289027,0.187537769421876
"RCP 6.0","Range Shift Only","Range","MNE","Montenegro",12249.106027677,12374.6285329285,833497.363824915,326452809.857136,0.994436190877286,0.492378969985899,3.15978124093414,23.1085769004017,0.220573423756127
"RCP 8.5","Full Adaptation","Full","MNE","Montenegro",12249.106027677,8459.34472026519,836193.130573673,414577433.910846,1.45527680055401,0.916590073529412,14.7570370461421,71.1954665152574,0.702665441176471
"RCP 8.5","No Adaptation","BAU","MNE","Montenegro",12249.106027677,8459.34472026519,728663.925191317,242166128.782329,0.539237698311608,0.213924632352941,0,0,0
"RCP 8.5","Productivity Only","Productivity","MNE","Montenegro",12249.106027677,8459.34472026519,749083.394658313,217572359.120815,0.634664707114111,0.311044730392157,2.80231650848298,-10.1557429955946,0.0971200980392157
"RCP 8.5","Range Shift Only","Range","MNE","Montenegro",12249.106027677,8459.34472026519,704367.194674916,271968191.083917,1.11003501481483,0.508808210784314,-3.33442203962849,12.3064536115934,0.294883578431373
"RCP 2.6","Full Adaptation","Full","MOZ","Mozambique",106223.394009563,106730.848387007,8842976.70301573,8008071307.9202,1.20194800120149,0.92521877486078,48.0548282895184,158.762271542971,0.600636435958632
"RCP 2.6","No Adaptation","BAU","MOZ","Mozambique",106223.394009563,106730.848387007,5972771.57738041,3094760012.79822,0.702141891110282,0.324582338902148,0,0,0
"RCP 2.6","Productivity Only","Productivity","MOZ","Mozambique",106223.394009563,106730.848387007,8826409.92797717,7852856356.39093,1.06053736098952,0.785361972951472,47.7774566401269,153.746859979962,0.460779634049324
"RCP 2.6","Range Shift Only","Range","MOZ","Mozambique",106223.394009563,106730.848387007,5960853.80893178,3179696892.24248,0.769293947416997,0.371519490851233,-0.199534977928274,2.74453848094869,0.0469371519490851
"RCP 4.5","Full Adaptation","Full","MOZ","Mozambique",106223.394009563,105822.428830119,8807431.1729521,7969362929.76214,1.21025798088029,0.923146281956084,48.2506979181238,160.124280462639,0.605176620345815
"RCP 4.5","No Adaptation","BAU","MOZ","Mozambique",106223.394009563,105822.428830119,5940903.6831761,3063675146.19873,0.693477997764988,0.317969661610268,0,0,0
"RCP 4.5","Productivity Only","Productivity","MOZ","Mozambique",106223.394009563,105822.428830119,8804540.91419745,7849792097.12389,1.05880763888281,0.78609313673491,48.2020477647335,156.221424352499,0.468123475124642
"RCP 4.5","Range Shift Only","Range","MOZ","Mozambique",106223.394009563,105822.428830119,5925692.54119323,3145604202.10263,0.771518159787156,0.37079664792617,-0.256040878527484,2.67420832804542,0.0528269863159012
"RCP 6.0","Full Adaptation","Full","MOZ","Mozambique",106223.394009563,105722.305786465,8808717.36299486,7965928746.77582,1.23514691922244,0.924704881420823,47.2822224751677,185.29240297064,0.620865681165585
"RCP 6.0","No Adaptation","BAU","MOZ","Mozambique",106223.394009563,105722.305786465,5980842.23265984,2792197991.89522,0.673768355726766,0.303839200255238,0,0,0
"RCP 6.0","Productivity Only","Productivity","MOZ","Mozambique",106223.394009563,105722.305786465,8730416.10696254,7378776577.60486,1.03412492290662,0.755397213655216,45.9730213127506,164.264088686508,0.451558013399979
"RCP 6.0","Range Shift Only","Range","MOZ","Mozambique",106223.394009563,105722.305786465,5944108.40375812,3169337860.08806,0.781814552565205,0.372221631394236,-0.614191571567143,13.5069171057191,0.0683824311389982
"RCP 8.5","Full Adaptation","Full","MOZ","Mozambique",106223.394009563,94854.0941338527,8788222.45587671,7945476058.33617,1.82768323878369,0.923663308278693,3.29272593777366,98.7879046653395,0.757503065195373
"RCP 8.5","No Adaptation","BAU","MOZ","Mozambique",106223.394009563,94854.0941338527,8508074.86789629,3996961521.2316,0.520382441926638,0.16616024308332,0,0,0
"RCP 8.5","Productivity Only","Productivity","MOZ","Mozambique",106223.394009563,94854.0941338527,7930154.96556423,3068334019.44657,0.699607644225375,0.354070046377739,-6.79260480549767,-23.2333360441979,0.187909803294419
"RCP 8.5","Range Shift Only","Range","MOZ","Mozambique",106223.394009563,94854.0941338527,6087062.59991312,3147441702.55397,1.00110433975981,0.380510688202996,-28.4554650208642,-21.2541405306265,0.214350445119676
"RCP 2.6","Full Adaptation","Full","MRT","Mauritania",95777.9078166004,120016.7353007,9074844.56338706,4600966532.13882,1.26966366662418,0.926174051472539,21.5910969365706,194.051558486469,0.610042451578668
"RCP 2.6","No Adaptation","BAU","MRT","Mauritania",95777.9078166004,120016.7353007,7463412.03593307,1564680206.3627,0.706657118169787,0.316131599893871,0,0,0
"RCP 2.6","Productivity Only","Productivity","MRT","Mauritania",95777.9078166004,120016.7353007,8113862.57087259,2055904946.31834,0.845529844528341,0.570708410719024,8.71518994004195,31.3945774962895,0.254576810825152
"RCP 2.6","Range Shift Only","Range","MRT","Mauritania",95777.9078166004,120016.7353007,7928514.37641578,2564266442.72487,0.900498506643687,0.468758291323959,6.23176555499601,63.8843792039674,0.152626691430088
"RCP 4.5","Full Adaptation","Full","MRT","Mauritania",95777.9078166004,130988.949254098,9038784.80700523,4401215474.90765,1.36592854691324,0.929168915272531,6.76918254563479,595.061785573005,0.624662709120345
"RCP 4.5","No Adaptation","BAU","MRT","Mauritania",95777.9078166004,130988.949254098,8465724.46421224,633212121.031702,0.674104567208085,0.304506206152186,0,0,0
"RCP 4.5","Productivity Only","Productivity","MRT","Mauritania",95777.9078166004,130988.949254098,9257350.00996924,1181566547.35755,0.827588855565227,0.558014031300594,9.35094862942311,86.5988518085232,0.253507825148408
"RCP 4.5","Range Shift Only","Range","MRT","Mauritania",95777.9078166004,130988.949254098,8840442.72076716,2277810614.57918,0.92046843178622,0.490420939017809,4.42629875492631,259.723154204298,0.185914732865623
"RCP 6.0","Full Adaptation","Full","MRT","Mauritania",95777.9078166004,92526.3148060431,7576013.74899846,3805697041.1315,1.45028200650988,0.92921134790281,4.34518627370921,3086.97393633594,0.636079815392969
"RCP 6.0","No Adaptation","BAU","MRT","Mauritania",95777.9078166004,92526.3148060431,7260530.18787634,119414125.033822,0.658380425555496,0.293131532509841,0,0,0
"RCP 6.0","Productivity Only","Productivity","MRT","Mauritania",95777.9078166004,92526.3148060431,8158042.74674981,715626491.168258,0.782780548512776,0.523958191937016,12.3615291948257,499.281275113452,0.230826659427175
"RCP 6.0","Range Shift Only","Range","MRT","Mauritania",95777.9078166004,92526.3148060431,7452454.48119775,1792822682.58579,0.94398928314084,0.491787701913941,2.64339226413354,1401.34892507734,0.198656169404099
"RCP 8.5","Full Adaptation","Full","MRT","Mauritania",95777.9078166004,63485.5209515466,8065014.27525244,3965126184.40275,1.64330570090188,0.928010381804522,-5.73389890033785,-817.125850493304,0.718461853698518
"RCP 8.5","No Adaptation","BAU","MRT","Mauritania",95777.9078166004,63485.5209515466,8555582.73989264,-552919153.824281,0.509414741851809,0.209548528106004,0,0,0
"RCP 8.5","Productivity Only","Productivity","MRT","Mauritania",95777.9078166004,63485.5209515466,8814023.32578005,-721314113.484539,0.614049008972141,0.327641554538624,3.0207245227419,30.4556205903792,0.118093026432621
"RCP 8.5","Range Shift Only","Range","MRT","Mauritania",95777.9078166004,63485.5209515466,8497466.49638259,1569115252.42729,1.03207934646345,0.49627757666826,-0.679278609966133,-383.78746541415,0.286729048562257
"RCP 2.6","Full Adaptation","Full","MUS","Mauritius",124496.152488106,130606.628177878,10994356.8287789,10225523658.5543,1.20082938099817,0.928590632897779,44.2234165072223,123.449486254941,0.59837608216379
"RCP 2.6","No Adaptation","BAU","MUS","Mauritius",124496.152488106,130606.628177878,7623142.68725451,4576212650.98263,0.71756689318181,0.330214550733989,0,0,0
"RCP 2.6","Productivity Only","Productivity","MUS","Mauritius",124496.152488106,130606.628177878,10978470.1373718,10098627505.3887,1.07972819644414,0.807764693230091,44.0150156932947,120.67653484635,0.477550142496102
"RCP 2.6","Range Shift Only","Range","MUS","Mauritius",124496.152488106,130606.628177878,7614230.68671478,4640934947.15405,0.780976261209525,0.373447330214551,-0.116907172085706,1.41432011813355,0.0432327794805614
"RCP 4.5","Full Adaptation","Full","MUS","Mauritius",124496.152488106,131445.272618486,11041522.8647558,10296118554.7366,1.20680557504633,0.926869925256762,44.1371456741532,123.875395898704,0.597031779319245
"RCP 4.5","No Adaptation","BAU","MUS","Mauritius",124496.152488106,131445.272618486,7660428.41566813,4599039797.74321,0.72043460325053,0.329838145937517,0,0,0
"RCP 4.5","Productivity Only","Productivity","MUS","Mauritius",124496.152488106,131445.272618486,11037608.0600793,10206791354.4482,1.0949036885319,0.824003871592192,44.0860414217006,121.933094805067,0.494165725654675
"RCP 4.5","Range Shift Only","Range","MUS","Mauritius",124496.152488106,131445.272618486,7648241.10124483,4655851452.26145,0.783034584851878,0.372586976394042,-0.159094423470809,1.23529382255209,0.0427488304565252
"RCP 6.0","Full Adaptation","Full","MUS","Mauritius",124496.152488106,131476.436919515,11030151.349674,10280248571.6961,1.21849477018561,0.928214228101307,43.4686310743725,142.048049755511,0.61128138947142
