"rcp","scenario","scenario_short","sovereign_iso3","sovereign","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"RCP 8.5","Full Adaptation","Full","SLV","El Salvador",628311.883921814,256766.33496683,42465.8257727462,11633.9071448176,44751397.106007,8535269.50053579,33669.1623505419,11515.3530149442,1.01668934897191,1.59875845329979,0.60952380952381,0.991144901610018,-63.2304287714919,-67.4847344966095,-74.8097072609433,0.56352585399097
"RCP 8.5","No Adaptation","BAU","SLV","El Salvador",698312.018302117,97657.8230389985,35779.8313029444,11183.3306813292,33883169.1594523,1915827.52499619,33669.1623505419,11515.3530149442,0.922181869348068,0.544107556780131,0.427619047619048,0.106054324368278,-86.0151593443222,-68.7440374253277,-94.3457841384895,-0.32156472325077
"RCP 8.5","Productivity Only","Productivity","SLV","El Salvador",511415.060102918,113858.204412183,65707.1295250472,12383.0485522542,57169052.8600525,3304117.08267386,33669.1623505419,11515.3530149442,0.959963715849284,0.713540656457137,0.525714285714286,0.24229049548817,-83.6952248524924,-65.3909811720236,-90.248500466043,-0.185328552130878
"RCP 8.5","Range Shift Only","Range","SLV","El Salvador",717993.320649991,264498.500450305,28558.7257806777,8298.4468177315,27142818.8777964,916284.419911682,33669.1623505419,11515.3530149442,0.929009551072279,0.930750066033672,0.432380952380952,0.444317467573282,-62.1231636406016,-76.8069146344784,-97.295753488702,0.0166984199542339
"RCP 2.6","Full Adaptation","Full","SOM","Somalia",2453613.91042432,2877320.7044982,194002.068859751,184673.564722088,179413897.402071,164692488.491072,186638.773100542,188681.053462598,1.06298063563889,1.20031063664885,0.664864864864865,0.986486486486487,4.16337245404555,25.1567805531203,30.5221508990682,0.548198198198198
"RCP 2.6","No Adaptation","BAU","SOM","Somalia",2762315.23299383,2935123.00695374,147553.783267625,122454.917127575,126179723.025272,60376709.3102915,186638.773100542,188681.053462598,0.967889466411122,0.708793887134763,0.438288288288288,0.301801801801802,6.25590344997011,-17.0099780461248,-52.1502283705291,-0.136486486486486
"RCP 2.6","Productivity Only","Productivity","SOM","Somalia",2384896.70046543,2674153.90500458,207682.354873714,178768.706124681,187870660.778268,148282782.237401,186638.773100542,188681.053462598,1.04079450922092,1.05644306479993,0.621171171171171,0.824324324324324,-3.19157375437212,21.1549457870833,17.5171245285602,0.386036036036036
"RCP 2.6","Range Shift Only","Range","SOM","Somalia",2812134.27646822,3244358.46509737,130569.459205905,124127.820093926,110751409.390731,72742121.0779545,186638.773100542,188681.053462598,0.974599013481399,0.772757894555425,0.443243243243243,0.351351351351351,17.4506959359992,-15.8762199483627,-42.3503877375088,-0.0869369369369369
"RCP 4.5","Full Adaptation","Full","SOM","Somalia",2451176.40256252,2899871.51905126,193843.895526255,184046.268050927,179237111.809947,164237630.469178,187303.241227375,188538.677812304,1.05927334857712,1.21036665990498,0.659009009009009,0.986486486486487,12.1442371300188,-3.44350859285833,10.2154345199053,0.553603603603604
"RCP 4.5","No Adaptation","BAU","SOM","Somalia",2585840.87177764,2503680.03748364,190609.937632131,124183.096966848,149015091.384062,47073440.333492,187303.241227375,188538.677812304,0.95926797358492,0.704454340507477,0.432882882882883,0.292792792792793,-3.17733527962686,-34.8496209014474,-68.4102865714669,-0.14009009009009
"RCP 4.5","Productivity Only","Productivity","SOM","Somalia",2257874.88882213,2442430.23272548,225090.082334135,168123.011972897,190222244.783665,128411658.866357,187303.241227375,188538.677812304,1.03899023941964,1.05660257749117,0.622072072072072,0.81981981981982,-5.54599629920657,-11.7973521940039,-13.8264066587746,0.386936936936937
"RCP 4.5","Range Shift Only","Range","SOM","Somalia",2808843.06754125,3250973.47817751,130319.02547559,124353.164217501,110439259.20314,72799632.8975438,187303.241227375,188538.677812304,0.971846759619573,0.774914542206335,0.441891891891892,0.351351351351351,25.7221012189596,-34.760398244557,-51.1461341120716,-0.0815315315315315
"RCP 6.0","Full Adaptation","Full","SOM","Somalia",2473997.80642879,2951911.71207122,194878.609296782,186040.104464525,179996583.29063,165554967.84829,188307.222096173,190993.575926978,1.0636348144748,1.24300199660264,0.664414414414414,0.986474257062492,8.84146906300967,6.54950304490126,12.9553778289875,0.55449227508051
"RCP 6.0","No Adaptation","BAU","SOM","Somalia",2712120.42384537,2459654.79304656,174604.384955344,125381.382426216,146566698.31067,40471560.1837392,188307.222096173,190993.575926978,0.96175663631185,0.684806822880051,0.431981981981982,0.270514858750153,-9.30879132722486,-28.1911605723512,-72.3869332868825,-0.161467123231829
"RCP 6.0","Productivity Only","Productivity","SOM","Somalia",2207841.8469307,2420322.98423592,232290.211824415,168047.933373253,185418824.015744,120947014.888866,188307.222096173,190993.575926978,1.0358507342381,1.03404370738378,0.616216216216216,0.775475928417105,-10.7590148668885,-3.75503260342943,-17.4798802982513,0.343493946435123
"RCP 6.0","Range Shift Only","Range","SOM","Somalia",2837725.75005567,3304492.41711228,131334.607739132,126137.580630636,111174665.446252,73669036.0885176,188307.222096173,190993.575926978,0.97515198760502,0.779155458993055,0.443243243243243,0.351669316375199,21.8416552620116,-27.7580682392963,-49.736852274338,-0.0803126656067832
"RCP 8.5","Full Adaptation","Full","SOM","Somalia",2439411.79570362,3707818.58457793,193854.047969701,174811.915601827,179323132.060707,156960493.416573,187330.6273832,179003.15117784,1.05752846907316,1.67446423136046,0.652702702702703,0.993243243243243,43.2470068466238,-7.11456385026048,6.12097127614471,0.564414414414414
"RCP 8.5","No Adaptation","BAU","SOM","Somalia",2588409.11667211,1228236.59968031,188201.641557687,168149.432008642,147907139.869777,14254428.9892145,187330.6273832,179003.15117784,0.952867240707868,0.487791233813148,0.428828828828829,0.0513513513513514,-52.5485908788855,-10.6546411514159,-90.3625822243844,-0.377477477477478
"RCP 8.5","Productivity Only","Productivity","SOM","Somalia",2033375.4024023,1564087.48421308,247486.136164515,172742.444922008,177441758.963631,35760268.2103214,187330.6273832,179003.15117784,0.986477889051141,0.657752044562899,0.543693693693694,0.159009009009009,-39.5734053732585,-8.21416673506567,-75.8224868374804,-0.26981981981982
"RCP 8.5","Range Shift Only","Range","SOM","Somalia",2798398.14916616,3798844.96621952,129967.991250486,144672.318767248,110344530.657363,73472126.2978397,187330.6273832,179003.15117784,0.97055477029858,0.960538458856466,0.440990990990991,0.418918918918919,46.763699051704,-23.1290877327957,-50.3255039868071,-0.00990990990990992
"RCP 2.6","Full Adaptation","Full","STP","Sao Tome and Principe",375829.473418105,47694.6470036383,25719.8755324197,5506.43386480025,17717033.2901255,4804664.40396114,32879.4463851479,5656.0719603296,1.0801261669095,1.24542755985582,0.690691489361702,0.97604026645774,-85.7138471730479,-83.3974089918457,-70.5702677953903,0.539515443762704
"RCP 2.6","No Adaptation","BAU","STP","Sao Tome and Principe",333852.280466007,66251.0887440004,33166.1116153243,3460.77670607221,16325885.5723076,3291523.03738442,32879.4463851479,5656.0719603296,0.959117350786346,0.759571643330613,0.436524822695035,0.32877962333579,-80.155568010042,-89.565322742045,-79.8386248463754,-0.107745199359246
"RCP 2.6","Productivity Only","Productivity","STP","Sao Tome and Principe",327279.329257895,46255.3865975013,37720.6242970946,5488.69024647108,20927500.9601004,4754591.2829705,32879.4463851479,5656.0719603296,1.0020445686043,0.958459647577673,0.574024822695036,0.697655981898287,-86.1449541297319,-83.4509082338882,-70.8769777791696,0.261131159203251
"RCP 2.6","Range Shift Only","Range","STP","Sao Tome and Principe",349268.026229132,68403.3246991066,28482.6173846307,3454.0227734066,12577601.3708081,3324782.69449877,32879.4463851479,5656.0719603296,0.992174866708288,0.910267348033741,0.471941489361702,0.436674649425496,-79.5109008680049,-89.5856866989175,-79.6349013977021,0.000149826730460378
"RCP 4.5","Full Adaptation","Full","STP","Sao Tome and Principe",393593.816002521,47380.4253243609,29692.5678002958,5514.59126666696,20058730.3816365,4811717.87857075,37606.1359719941,5655.1713593006,1.05074025142062,1.32265223843148,0.665380689050902,0.977053630624422,-86.9273427331622,-84.1354419477825,-71.8051969820284,0.544190424091003
"RCP 4.5","No Adaptation","BAU","STP","Sao Tome and Principe",362439.130447899,66329.4987329584,34760.4468307022,3461.78329275245,17065974.4475027,3310222.55668305,37606.1359719941,5655.1713593006,0.948189647715077,0.749209342898481,0.432863206533419,0.308454604539056,-81.6991342377991,-90.0410276380716,-80.6033779854426,-0.124408601994363
"RCP 4.5","Productivity Only","Productivity","STP","Sao Tome and Principe",368687.106524059,46144.3684164151,37148.0042426818,5498.17511109821,23890634.2280256,4775857.83002651,37606.1359719941,5655.1713593006,1.00000593309906,0.947165778699376,0.588054542974756,0.673218947897853,-87.268381214967,-84.182668485602,-72.0153229766181,0.240355741364434
"RCP 4.5","Range Shift Only","Range","STP","Sao Tome and Principe",371873.779403958,68313.6432503449,31327.5773468199,3452.4586126139,14006101.9996727,3328713.02530993,37606.1359719941,5655.1713593006,0.969518521851734,0.901115944474573,0.460038808709021,0.438384565641258,-81.1516921018093,-90.0678531854645,-80.495031001309,0.00552135910783913
"RCP 6.0","Full Adaptation","Full","STP","Sao Tome and Principe",450827.02248295,47500.8528408917,34024.1941524797,5509.23922549851,22235415.6890479,4808560.47545509,43054.5677866293,5654.15639592286,1.05215463965357,1.55203560098435,0.667464022384235,0.977527170830213,-88.2332249445825,-86.2336039772264,-74.8398434376177,0.537704951087781
"RCP 6.0","No Adaptation","BAU","STP","Sao Tome and Principe",403686.248926991,66313.0016407935,40019.4736253747,3459.66442212779,19111806.6516506,3307660.08488286,43054.5677866293,5654.15639592286,0.952113497121218,0.746716176643461,0.439822219742433,0.285207950445851,-83.5731333883542,-91.3550476587624,-82.6931061768711,-0.154614269296581
"RCP 6.0","Productivity Only","Productivity","STP","Sao Tome and Principe",423366.338668334,46148.24654153,41121.6175028782,5491.30111216806,25937480.304522,4768487.57953802,43054.5677866293,5654.15639592286,1.00664700963694,0.925356440212743,0.590832320752533,0.616743754679736,-88.5682886984154,-86.2784274386701,-75.0495195642523,0.176921534937303
"RCP 6.0","Range Shift Only","Range","STP","Sao Tome and Principe",415222.666064168,68313.7523616261,35940.3318044926,3451.43876300622,15521171.0568928,3329147.14736459,43054.5677866293,5654.15639592286,0.970932887361165,0.973539141416387,0.460733253153466,0.471746250538879,-83.077513157011,-91.3756017999752,-82.5806779649633,0.0319240307964461
"RCP 8.5","Full Adaptation","Full","STP","Sao Tome and Principe",332007.979935871,12625.4928396684,31946.7861776636,1361.5718459216,20896321.2682459,1185686.88752588,36812.0293833532,1397.65869537835,1.0456892973013,1.74795736115922,0.664240864810613,0.990688819660782,-95.9876918414779,-95.9403815309368,-93.1245893303925,0.563660741023474
"RCP 8.5","No Adaptation","BAU","STP","Sao Tome and Principe",314669.071787321,6865.17720411303,33539.4041656287,1243.09841098984,17245324.5995495,695765.56360707,36812.0293833532,1397.65869537835,0.939164887170552,0.519924879184693,0.427028078637308,0.0944057212874324,-97.8182866320103,-96.2936180832223,-95.9654829366027,-0.332622357349876
"RCP 8.5","Productivity Only","Productivity","STP","Sao Tome and Principe",292121.986518248,5624.52441065107,41518.0125328792,1017.87028322003,23687589.3012271,470374.49136695,36812.0293833532,1397.65869537835,0.982739562217452,0.637500842357728,0.562185566115368,0.222355358102897,-98.2125588705926,-96.9651509663277,-97.2724520860614,-0.204672720534411
"RCP 8.5","Range Shift Only","Range","STP","Sao Tome and Principe",325541.729055118,17824.7633619902,29481.7138504662,875.761125483571,13333044.2473713,838917.173214629,36812.0293833532,1397.65869537835,0.961982134106198,0.956470005067817,0.45112721244726,0.445895712276205,-94.3353939232904,-97.3888590233781,-95.1353935475558,0.0188676336388969
"RCP 2.6","Full Adaptation","Full","SUR","Suriname",390445.112148442,485260.544298145,24491.6340399223,24661.7956305731,25853373.2605482,36854346.8817166,25636.8960646735,25628.6727485824,1.04134942017057,1.26070039711207,0.651677852348993,0.986577181208054,20.3628860123412,7.95018607590395,33.1934453738402,0.576510067114094
"RCP 2.6","No Adaptation","BAU","SUR","Suriname",403164.596974178,314746.079805213,22845.5332288473,15708.2120230648,27669790.189957,10007199.3094059,25636.8960646735,25628.6727485824,0.93385504616439,0.635587220912932,0.41006711409396,0.241610738255034,-21.9311213912536,-31.241648572116,-63.8334832295257,-0.168456375838926
"RCP 2.6","Productivity Only","Productivity","SUR","Suriname",364925.210902996,281577.156530977,30608.267130129,22064.3712567796,31929597.0083556,17044362.4393331,25636.8960646735,25628.6727485824,0.991835341966659,0.819746282256976,0.574496644295302,0.530201342281879,-30.1582632393163,-3.41932037323282,-38.4008251514699,0.120134228187919
"RCP 2.6","Range Shift Only","Range","SUR","Suriname",416637.97026509,452739.537895857,18937.3257369775,15863.912020734,24012414.5063187,17948772.9469738,25636.8960646735,25628.6727485824,0.9530709837281,0.839317349764367,0.434228187919463,0.409395973154362,12.296451943883,-30.5601149168958,-35.1322405274744,-0.000671140939597303
"RCP 4.5","Full Adaptation","Full","SUR","Suriname",385884.501933161,504378.778281481,24457.7368187313,24627.2783042641,25812299.8065672,36948356.5408484,25636.6825997565,25601.2722289415,1.03108212691418,1.2879298283857,0.635570469798658,0.986577181208054,23.0713936000227,24.9283863909699,47.4215071398755,0.577181208053691
"RCP 4.5","No Adaptation","BAU","SUR","Suriname",409826.16961395,422208.543027646,19713.1164627323,16141.634370805,25063070.6860101,16613666.68002,25636.6825997565,25601.2722289415,0.930013675418828,0.664746392821059,0.409395973154362,0.248322147651007,3.02137206742069,-18.1172880436189,-33.7125650397915,-0.161073825503356
"RCP 4.5","Productivity Only","Productivity","SUR","Suriname",377559.257699533,368511.145233587,26567.5786287064,24193.2098521407,28054183.6518183,26429548.6531974,25636.6825997565,25601.2722289415,1.00074251769388,0.87121990768083,0.585234899328859,0.563758389261745,-10.0811093687064,22.7264592987009,5.45215701741631,0.154362416107382
"RCP 4.5","Range Shift Only","Range","SUR","Suriname",412876.653521374,464971.239226303,18750.4860981995,16247.674498924,23820094.8407443,18313756.9071925,25636.6825997565,25601.2722289415,0.945271948539123,0.855867417245811,0.430201342281879,0.416107382550336,13.4557218891852,-17.5793714320093,-26.9293170951513,0.00671140939597314
"RCP 6.0","Full Adaptation","Full","SUR","Suriname",388280.437025184,577875.897725619,24469.9089591706,24270.9072984877,25825241.7458493,36561334.3164281,25629.5145972213,25596.9537776617,1.03570888053323,1.4563828044696,0.646308724832215,0.986577181208054,43.0130621441542,11.0223150265545,38.382823892747,0.576510067114094
"RCP 6.0","No Adaptation","BAU","SUR","Suriname",404072.109960929,321702.79041365,21861.2873391106,17188.7212422598,26420427.9750533,6099492.48836972,25629.5145972213,25596.9537776617,0.931276374110824,0.606667623325119,0.41006711409396,0.18255033557047,-20.3848069482558,-21.3737005711071,-76.913725643926,-0.22751677852349
"RCP 6.0","Productivity Only","Productivity","SUR","Suriname",363044.393454078,291401.28937379,29901.1652243673,23526.0816548727,29469872.508646,13772532.0344273,25629.5145972213,25596.9537776617,0.988900809201769,0.788993509296572,0.566442953020134,0.418791946308725,-27.8838399903507,7.61526203803987,-47.8716542842091,0.00872483221476511
"RCP 6.0","Range Shift Only","Range","SUR","Suriname",414848.708255725,496878.322165463,18843.7764347609,17298.5672319499,23909028.7134194,17812182.6117627,25629.5145972213,25596.9537776617,0.94891162058359,0.916982227730749,0.432214765100671,0.438926174496644,22.9677351929853,-20.8712324959832,-32.5817786578577,0.0288590604026845
"RCP 8.5","Full Adaptation","Full","SUR","Suriname",384685.134146786,631240.204677539,24451.5769221005,18681.5590084256,25806452.8547966,24869844.6287513,25636.4330091602,22824.2030682238,1.0283687644476,2.36537129828601,0.631543624161074,0.989451180503812,56.5095148598828,-16.0594082047179,-10.7100223332724,0.584753193926631
"RCP 8.5","No Adaptation","BAU","SUR","Suriname",403323.85238218,165686.314163018,22255.6913274891,22099.1695479797,27852896.0121115,-14626317.4709986,25636.4330091602,22824.2030682238,0.920564293204629,0.62221877270862,0.404697986577181,0.119960750223908,-58.9197829028922,-0.703288777716429,-152.512734994015,-0.284737236353273
"RCP 8.5","Productivity Only","Productivity","SUR","Suriname",325938.108793912,166512.896929356,31424.924191209,20685.3778469191,24783065.305882,-14294960.7821408,25636.4330091602,22824.2030682238,0.969209534492413,0.724722188692383,0.538926174496644,0.201332083963663,-58.7148402094573,-7.05578387776429,-151.323068078539,-0.203365902613518
"RCP 8.5","Range Shift Only","Range","SUR","Suriname",411871.288085357,498711.644936289,18700.8193104555,17597.5925190918,23767991.1787254,7336694.08015655,25636.4330091602,22824.2030682238,0.943173824952519,1.20621218111883,0.428187919463087,0.515352871668661,23.6504218609223,-20.9299218786514,-73.6591337684733,0.11065488509148
"RCP 2.6","Full Adaptation","Full","SVN","Slovenia",2502.45337373044,3879.55530602558,205.076641604466,322.599132576651,135647.373568507,181210.649186155,330.227004932564,329.789680216243,1.07136190352616,1.23159689186096,0.681761006289308,0.987421383647799,63.9888862292904,39.8866095133934,49.5760890963638,0.487421383647799
"RCP 2.6","No Adaptation","BAU","SVN","Slovenia",2365.74282271858,2239.85680613182,230.61473410417,240.993467149271,121149.476685014,80638.6681653693,330.227004932564,329.789680216243,1.02656223615544,0.781630125714406,0.5,0.320754716981132,-5.32120462874739,4.50046398180806,-33.4386987283252,-0.179245283018868
"RCP 2.6","Productivity Only","Productivity","SVN","Slovenia",2324.67762254929,2136.00226016971,261.948664974688,269.092556278131,152858.92405439,115222.813923472,330.227004932564,329.789680216243,1.030668637471,0.870925718995221,0.615723270440252,0.591194968553459,-9.71113852032594,16.6848932369517,-4.89202506169394,0.0911949685534591
"RCP 2.6","Range Shift Only","Range","SVN","Slovenia",2429.80245342313,2800.27955790387,213.427067276634,264.961802527311,106907.647156246,104579.671433412,330.227004932564,329.789680216243,1.04602137797273,1.00650707771783,0.512578616352201,0.484276729559748,18.3678771425351,14.8937007674566,-13.6771579250667,-0.0157232704402516
"RCP 4.5","Full Adaptation","Full","SVN","Slovenia",2471.73477738668,3973.42121568765,204.829081024801,320.869257727614,135553.535609455,180207.460699506,330.423492005896,329.868767663222,1.06294779338716,1.27632452672264,0.672955974842767,0.987421383647799,68.3153203322577,40.0921329942803,49.6852504920098,0.491194968553459
"RCP 4.5","No Adaptation","BAU","SVN","Slovenia",2360.70086064895,1728.8583099091,229.041596319127,232.776490061576,120390.927033339,49654.450140566,330.423492005896,329.868767663222,1.02061684194016,0.662056807645228,0.49622641509434,0.232704402515723,-26.7650408940911,1.63066176732568,-58.7556542970921,-0.263522012578616
"RCP 4.5","Productivity Only","Productivity","SVN","Slovenia",2272.6221234635,1677.29043612915,252.497691724114,250.007036174769,156227.640210195,72683.9835221666,330.423492005896,329.868767663222,1.00631222289968,0.757421721840676,0.581132075471698,0.452830188679245,-28.9494715705715,9.15355122937147,-39.6266933786143,-0.0433962264150943
"RCP 4.5","Range Shift Only","Range","SVN","Slovenia",2405.73929059109,2823.46585517012,211.509788491735,266.044513702221,106695.100682927,103790.745744221,330.423492005896,329.868767663222,1.03931759566554,1.01893732681346,0.511949685534591,0.489308176100629,19.6028646507107,16.155544659904,-13.7885650506876,-0.00691823899371069
"RCP 6.0","Full Adaptation","Full","SVN","Slovenia",2482.06315035472,4075.74141303383,204.844170286168,319.342226071238,135566.18804458,178758.545156073,330.34626949604,329.744241050615,1.06524247777254,1.32579272489316,0.673584905660377,0.987421383647799,73.3902518422898,37.900206359998,46.5611219527289,0.486792452830189
"RCP 6.0","No Adaptation","BAU","SVN","Slovenia",2350.61739038305,1710.6229255752,231.574871786321,235.354320320191,121968.597656975,53355.3770920395,330.34626949604,329.744241050615,1.02038103240261,0.639126565767549,0.50062893081761,0.207547169811321,-27.226654045283,1.63206331702391,-56.2548245064716,-0.293081761006289
"RCP 6.0","Productivity Only","Productivity","SVN","Slovenia",2320.46429358552,1604.66292339939,241.236204737147,256.352523927595,152301.214549723,75069.7271874142,330.34626949604,329.744241050615,1.0108319567406,0.727244340125252,0.588050314465409,0.39622641509434,-31.7344060345823,10.699629001257,-38.4515944025688,-0.10440251572327
"RCP 6.0","Range Shift Only","Range","SVN","Slovenia",2413.16067136498,2865.05115551511,212.148290788526,267.856015075605,106692.149637244,103040.806627628,330.34626949604,329.744241050615,1.04163413981791,1.04018840314724,0.513207547169811,0.50314465408805,21.8850488912714,15.6671330569757,-15.5185772345927,0.00251572327044025
"RCP 8.5","Full Adaptation","Full","SVN","Slovenia",2462.19211421993,3817.24481371947,204.648729403059,296.967681254737,135443.802782066,159095.925544603,330.381930932505,307.305336832872,1.06206924507821,1.4953028198019,0.674842767295597,0.989620378875836,63.6838570330575,25.2292231899915,24.7359232136845,0.494651825416716
"RCP 8.5","No Adaptation","BAU","SVN","Slovenia",2332.08386148216,1172.52349679087,237.139282421478,233.865072709074,127546.196352799,34077.1167866602,330.381930932505,307.305336832872,1.01302892204554,0.507280335144741,0.494968553459119,0.0975783517994223,-49.7220697695807,-1.38071165560201,-73.2825299686701,-0.397390201659697
"RCP 8.5","Productivity Only","Productivity","SVN","Slovenia",2162.57553596478,1189.93357282881,260.781487585941,229.06988401008,149474.074055915,32503.8898478446,330.381930932505,307.305336832872,0.985996492409503,0.588615209836504,0.548427672955975,0.192907998200533,-48.9755238873551,-3.40280966063481,-74.5159865387619,-0.302060555258587
"RCP 8.5","Range Shift Only","Range","SVN","Slovenia",2398.38831115272,2577.22366466294,210.88655761746,253.674694272188,106628.61978623,91519.8599564751,330.381930932505,307.305336832872,1.03849689555989,1.11088740354475,0.512578616352201,0.546216539473791,10.5116204108107,6.97286914334184,-28.2457160044768,0.0512479860146711
"RCP 2.6","Full Adaptation","Full","SWE","Sweden",1103141.65736567,1557148.13886007,147937.903067785,192212.941701672,101568343.709074,152987698.925767,176472.782379078,196372.325491838,1.05068111036519,1.2071955042489,0.657343278052349,0.978932335270363,58.8634843932893,17.2712202933675,51.8605681816872,0.480072473169281
"RCP 2.6","No Adaptation","BAU","SWE","Sweden",980180.023626528,930274.462116138,163904.614636761,161937.806946571,100742214.228206,55305808.8162811,176472.782379078,196372.325491838,1.03164967204504,0.810884004662243,0.498859862101083,0.330060080764306,-5.09146894523987,-1.19997090658417,-45.1016545149588,-0.168799781336777
"RCP 2.6","Productivity Only","Productivity","SWE","Sweden",1036142.36959652,980866.455467899,166466.740343633,169586.355139702,114750848.177714,68413209.7675611,176472.782379078,196372.325491838,1.01197111601509,0.90766024492914,0.592791555025427,0.632029941889097,0.070031200884051,3.4664920908616,-32.0908218151846,0.133170079788014
"RCP 2.6","Range Shift Only","Range","SWE","Sweden",1063520.91819763,1238036.82640373,126293.519718681,149632.28337411,99266799.6915256,119462331.695469,176472.782379078,196372.325491838,1.06088413321387,1.04667683128117,0.513857270285876,0.505623953511277,26.3070861027316,-8.7077055727084,18.5821977516369,0.00676409141019463
"RCP 4.5","Full Adaptation","Full","SWE","Sweden",1093768.30635237,1446327.56033353,147999.369237577,193906.790723282,101468980.6979,158078721.159869,175600.367416614,198420.163657462,1.04071754580391,1.2339315611761,0.645731783527059,0.984176977877765,52.4319182577863,14.0881485415757,64.2663039012999,0.515060617422822
"RCP 4.5","No Adaptation","BAU","SWE","Sweden",948835.110693527,505075.240981471,169962.25567866,151480.34761558,96233200.239808,20954130.7016514,175600.367416614,198420.163657462,1.00487860239995,0.620686090164627,0.469116360454943,0.197787776527934,-46.7689132401204,-10.8741249574981,-78.2256740403158,-0.271328583927009
"RCP 4.5","Productivity Only","Productivity","SWE","Sweden",949937.174938434,550405.783372272,170423.865918364,153818.800956535,95928042.2450681,27758117.0278821,175600.367416614,198420.163657462,0.976353345458158,0.747670566054436,0.538788901387327,0.443044619422572,-41.9914190390819,-9.49825869141583,-71.1553632647461,-0.0260717410323709
"RCP 4.5","Range Shift Only","Range","SWE","Sweden",1058820.69178486,1226396.38209186,125602.000575997,148572.196663428,98985698.3140248,125298704.932066,175600.367416614,198420.163657462,1.03678778985207,1.01211581370824,0.48732033495813,0.48893888263967,29.252845754776,-12.5851818863084,30.2031987087909,0.0198225221847269
"RCP 6.0","Full Adaptation","Full","SWE","Sweden",1087495.02039507,1439978.66104566,146676.416360193,183450.348973395,100137557.660376,150981019.038074,174174.732039393,188228.034793341,1.04503704899675,1.26243753052701,0.649090416901549,0.978323428213951,48.8145241109058,11.3751353475264,49.1769815697813,0.487032994552483
"RCP 6.0","No Adaptation","BAU","SWE","Sweden",967633.14578925,504659.355809265,164713.917878502,143408.652572195,101209326.968081,22647069.0812845,174174.732039393,188228.034793341,1.01932203040633,0.640747873982615,0.491290433661467,0.202314670003128,-47.846003621792,-12.9347086030833,-77.623535537958,-0.288975763658339
"RCP 6.0","Productivity Only","Productivity","SWE","Sweden",993480.959251141,518270.495659824,163796.549773492,147828.421715643,104488745.623958,28487769.0633273,174174.732039393,188228.034793341,0.986268681237861,0.733609681799766,0.555874265716785,0.411854863934939,-46.4393610414103,-10.2514082479138,-71.8526247365406,-0.0794355697265283
"RCP 6.0","Range Shift Only","Range","SWE","Sweden",1050435.92950807,1208033.86473847,124885.767182718,142631.515148565,98071802.5208257,118968705.98187,174174.732039393,188228.034793341,1.05081992818477,1.06799420763831,0.503020846650462,0.520237722865186,24.8442005108387,-13.406519020588,17.547176278912,0.0289472892037188
"RCP 8.5","Full Adaptation","Full","SWE","Sweden",1096825.87272581,1507057.12455443,148721.798567813,179859.456045341,102292831.278372,159806818.169742,176439.678266794,185921.984348812,1.03961040887318,1.38345013439003,0.64652543432071,0.988145231846019,59.4244564376008,4.1573405003672,61.9637981080224,0.519028871391076
"RCP 8.5","No Adaptation","BAU","SWE","Sweden",945311.126178622,462302.697880122,172680.538098711,140716.838262093,98668233.2944294,16695702.4327165,176439.678266794,185921.984348812,0.998308191550195,0.53858884332167,0.469116360454943,0.126584176977878,-51.0951807211918,-18.5103082191849,-83.0789486390255,-0.342532183477065
"RCP 8.5","Productivity Only","Productivity","SWE","Sweden",948800.171911155,484897.16161997,173126.834984726,142177.740355899,100559685.44674,19451604.3533975,176439.678266794,185921.984348812,0.965539972232685,0.60601544989856,0.519791276090489,0.238138982627172,-48.7050190998867,-17.664293891287,-80.2858491492867,-0.230977377827772
"RCP 8.5","Range Shift Only","Range","SWE","Sweden",1061852.52963852,1222561.47717395,126094.488463626,145774.177248606,99560748.26389,127210895.713924,176439.678266794,185921.984348812,1.03585645677601,1.06908268458232,0.486526684164479,0.514248218972628,29.3290053737227,-15.5815826996812,28.9279147568417,0.0451318585176853
"RCP 2.6","Full Adaptation","Full","SYC","Seychelles",2013819.90420855,2659544.75833995,163695.497416674,175019.728653199,167747453.502893,175085626.971903,164864.51523794,179063.291424872,1.06415521431485,1.19841048009711,0.661428571428571,0.985714285714286,21.596297279094,31.8667794029647,46.4885829231352,0.544761904761905
"RCP 2.6","No Adaptation","BAU","SYC","Seychelles",2187192.22365433,2490168.49436809,132724.655478515,117126.735831037,119521687.955554,59240731.9295413,164864.51523794,179063.291424872,0.971388378307761,0.70894914528084,0.440952380952381,0.304761904761905,13.8522927905966,-11.7520890080616,-50.435161230679,-0.136190476190476
"RCP 2.6","Productivity Only","Productivity","SYC","Seychelles",1990715.10223235,2528634.12451263,168030.301852013,171284.224169069,170262260.526488,164689883.900876,164864.51523794,179063.291424872,1.04510755041313,1.07807183628085,0.623809523809524,0.847619047619048,15.6109690390096,29.0523027176327,37.7907948908141,0.406666666666667
"RCP 2.6","Range Shift Only","Range","SYC","Seychelles",2203417.1845416,2680633.53490376,127663.975122209,118141.229883902,115049737.814019,66740175.752446,164864.51523794,179063.291424872,0.978287084843609,0.773985021871018,0.445238095238095,0.352380952380952,22.5604912962333,-10.9877291013003,-44.1606147854402,-0.0885714285714286
