"rcp","scenario","scenario_short","sovereign_iso3","sovereign","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"RCP 6.0","Full Adaptation","Full","CYP","Cyprus",369826.250005581,700952.666658297,22143.21679169,49505.5223122876,16044322.5037894,22164216.4422297,60223.9718273403,50433.6995040819,1.06402915149856,1.28693836605055,0.680288539749133,0.983929849904646,119.489665563475,58.4734312248145,102.410821528001,0.506387146877975
"RCP 6.0","No Adaptation","BAU","CYP","Cyprus",319355.658435585,264063.724129995,31239.0045004186,31143.3906182915,10950114.363902,4066460.43386018,60223.9718273403,50433.6995040819,1.00415919034202,0.663669220689047,0.477542703026671,0.224982101334955,-17.3135915538326,-0.306072116113112,-62.8637628912295,-0.252560601691715
"RCP 6.0","Productivity Only","Productivity","CYP","Cyprus",350473.819781584,245140.038616259,26531.9251773112,34926.4750723343,16624312.480198,7753120.10538626,60223.9718273403,50433.6995040819,1.00841452079904,0.780459067589086,0.587773591906046,0.466034352765265,-23.239174838136,11.8040591590116,-29.1959896697966,-0.0115083502614061
"RCP 6.0","Range Shift Only","Range","CYP","Cyprus",324115.651778896,389750.757327323,29615.2845556563,37620.0514789217,10146944.7808662,10976507.6650125,60223.9718273403,50433.6995040819,1.02559608343247,1.00908463881439,0.495324428842559,0.511128217799826,22.0428531739751,20.4265375307258,0.241032195951312,0.0335855147731557
"RCP 8.5","Full Adaptation","Full","CYP","Cyprus",361645.745439894,658298.592347895,21834.8729182658,44876.9002383093,16191807.1248734,20282907.4163874,59741.1911405825,45678.7456111252,1.06113723936122,1.47697453266363,0.681438631790744,0.990529277455454,111.41516019236,40.0690500705499,65.4853741070607,0.515096681882014
"RCP 8.5","No Adaptation","BAU","CYP","Cyprus",311377.193456198,180816.009959272,32039.1265705777,30969.7853582568,12256616.3480196,2189227.69184398,59741.1911405825,45678.7456111252,0.999909924793099,0.502822623620736,0.475432595573441,0.0892712312758613,-41.9302332478926,-3.3376103745064,-82.1384007650879,-0.386161364297579
"RCP 8.5","Productivity Only","Productivity","CYP","Cyprus",314765.682555476,179149.399176958,30738.1784842286,30042.5983837785,15620226.9348639,1407252.263717,59741.1911405825,45678.7456111252,0.986915895512545,0.605810063988973,0.555301810865191,0.200304794205163,-42.46547180015,-6.23153125726182,-88.5184277311218,-0.275127801368278
"RCP 8.5","Range Shift Only","Range","CYP","Cyprus",320145.944946205,372624.458420899,28750.3421908735,34493.2327610456,10243421.7336074,9905480.43733562,59741.1911405825,45678.7456111252,1.02594995345202,1.07668196689679,0.498672032193159,0.529971133784904,19.6697979980083,7.65971626929919,-19.1825855025955,0.0545385382114632
"RCP 2.6","Full Adaptation","Full","DEU","Germany",785860.896241055,1167889.41542662,91834.513561416,134395.854142649,67619560.7143869,98691561.2024673,135521.330897742,137094.566302226,1.06577214918931,1.21256098915448,0.687299898682877,0.985754812563323,72.7858846261481,24.040787415817,52.6240173166132,0.456231003039514
"RCP 2.6","No Adaptation","BAU","DEU","Germany",675917.143320791,623919.87742626,108348.114311883,108280.271373623,64663191.8996963,37072626.076732,135521.330897742,137094.566302226,1.06091894855878,0.854489091221668,0.52952380952381,0.35612968591692,-7.6928461436955,-0.0626157074273262,-42.6681161452128,-0.17339412360689
"RCP 2.6","Productivity Only","Productivity","DEU","Germany",720640.359358703,633996.879010491,111467.124138588,114046.261595132,76519266.1355732,45410280.0876608,135521.330897742,137094.566302226,1.02517680644261,0.913495812388623,0.619452887537994,0.641033434650456,-6.20198270225023,5.25911070943642,-29.7741439084852,0.111509625126646
"RCP 2.6","Range Shift Only","Range","DEU","Germany",724583.336496223,858584.790651262,88330.2852289441,108253.570100972,62715343.6273291,75907502.1846689,135521.330897742,137094.566302226,1.09290980189177,1.09967147631718,0.547375886524823,0.53419452887538,27.0251537685555,-0.0872596736097248,17.3890430624187,0.00467071935157037
"RCP 4.5","Full Adaptation","Full","DEU","Germany",769445.733941231,1148308.79261219,90801.3945798961,130390.643751465,67285654.2153141,97468194.9862639,133186.724613008,133164.61053798,1.06050228563586,1.23871180770822,0.683890577507599,0.985754812563323,75.6044477103263,19.7436244880967,56.775865743437,0.460840932117528
"RCP 4.5","No Adaptation","BAU","DEU","Germany",653917.829294633,425201.762833674,108891.512436578,98435.6340419646,62170407.7499851,17480726.2692297,133186.724613008,133164.61053798,1.05127032929552,0.680452870628554,0.524913880445795,0.235045592705167,-34.9762701389669,-9.60210594990406,-71.8825613312244,-0.289868287740628
"RCP 4.5","Productivity Only","Productivity","DEU","Germany",683030.576893207,435544.941609322,106261.20724618,101016.608878407,65473971.0287684,21767832.154468,133186.724613008,133164.61053798,0.989385609566558,0.748194835247199,0.567654508611955,0.448723404255319,-33.3945455992331,-7.23188004460602,-64.9868274275984,-0.0761904761904762
"RCP 4.5","Range Shift Only","Range","DEU","Germany",711239.75447108,840189.424144574,86975.4295682662,106082.026446422,62412324.1978598,75257734.9545405,133186.724613008,133164.61053798,1.0874546077436,1.10826316106353,0.544148936170213,0.539898682877406,28.4854742454214,-2.58007803114334,21.0507340681847,0.0149848024316109
"RCP 6.0","Full Adaptation","Full","DEU","Germany",782419.932178811,1160405.1466512,90956.6890981254,124303.959950256,67403178.4786765,96183331.3956267,134667.775541638,127209.359938521,1.06367956063644,1.27125719709163,0.68531914893617,0.985754812563323,71.9567278432953,15.1048301396053,46.2802550113542,0.451585612968592
"RCP 6.0","No Adaptation","BAU","DEU","Germany",674823.928790199,410535.763911682,107991.958112873,93122.733691871,65752778.0411382,17784648.6408299,134667.775541638,127209.359938521,1.0554952631046,0.65652949133283,0.534169199594732,0.213677811550152,-39.1640179909334,-13.7688256429805,-72.9522475389513,-0.32049138804458
"RCP 6.0","Productivity Only","Productivity","DEU","Germany",724754.326312047,410576.695916658,102931.798372867,96873.2929885273,70971609.5357119,21588415.726518,134667.775541638,127209.359938521,0.995805019048927,0.723300489036778,0.579052684903749,0.405987841945289,-39.1579524080117,-10.2958269473404,-67.1672948738208,-0.128181357649443
"RCP 6.0","Range Shift Only","Range","DEU","Germany",720526.599861329,832681.236889055,87817.173449066,103681.082221277,62569369.5032129,74155357.7500025,134667.775541638,127209.359938521,1.0905331668441,1.12291682013363,0.546995947315096,0.548439716312057,23.3923696780961,-3.99184899220939,12.779048975858,0.0142705167173253
"RCP 8.5","Full Adaptation","Full","DEU","Germany",771801.375790359,1178864.5022093,91314.1659376851,114542.677621617,67424450.7145937,93794002.709085,134455.851990835,117815.434792792,1.05823384799883,1.40194514740846,0.683955512572534,0.98954933954934,80.6424660085937,3.28678787802998,47.4715628761305,0.46582434114349
"RCP 8.5","No Adaptation","BAU","DEU","Germany",652595.443506192,369352.509975229,110897.705287223,85147.0692456413,63601416.3543298,13536845.0131007,134455.851990835,117815.434792792,1.04173308728836,0.549055593604808,0.52372499840585,0.139471639471639,-43.402530058927,-23.2201703136131,-78.7161264810746,-0.38425335893421
"RCP 8.5","Productivity Only","Productivity","DEU","Germany",682055.283967919,378555.334406642,108154.151551823,86748.6420613311,68178835.7424341,15351116.3620891,134455.851990835,117815.434792792,0.978539204401218,0.605591372299574,0.550527203293161,0.237801087801088,-41.9923417833288,-21.7759809937874,-75.8635620996763,-0.285923910604762
"RCP 8.5","Range Shift Only","Range","DEU","Germany",714390.662749735,817692.99093295,87250.7670041482,100724.793871896,62399445.8551006,72421536.2417935,134455.851990835,117815.434792792,1.08348416084657,1.16645320460321,0.54131177333305,0.570444832944833,25.2986056016174,-9.17323887719722,13.8678041984568,0.0467198345389834
"RCP 2.6","Full Adaptation","Full","Disputed","Disputed",8892198.29002422,11199873.2509487,550648.823139221,619658.268932018,631770754.935266,621526458.194524,641990.129334326,643098.488278423,1.06694696402536,1.20843913201956,0.672366161319858,0.988004512601734,24.7947577029692,5.33475353001907,10.3958064499047,0.519541508446923
"RCP 2.6","No Adaptation","BAU","Disputed","Disputed",8974634.39738883,8214853.83938567,588275.235063253,468089.496727418,562998249.826237,226319569.004887,641990.129334326,643098.488278423,0.995567081039108,0.737509390624808,0.468463004154811,0.316821990695374,-8.46586640035414,-20.4301883153236,-59.8010173078268,-0.151641013459437
"RCP 2.6","Productivity Only","Productivity","Disputed","Disputed",8344073.22597599,9377117.76526902,651421.175903602,568658.96231591,700842293.738062,431315868.340412,641990.129334326,643098.488278423,1.03403543965454,1.03476235873961,0.616646335803758,0.798334807884675,4.48467703595024,-3.33453995309433,-23.3894832757415,0.329871803729864
"RCP 2.6","Range Shift Only","Range","Disputed","Disputed",9275446.12646705,10274503.0120106,485261.882042909,477793.442390885,434510121.031282,342964286.045775,641990.129334326,643098.488278423,1.01113367350474,0.86334539737765,0.478787799888562,0.409822179320526,14.4838057692903,-18.7806295569265,-39.0825306914139,-0.0586408248342853
"RCP 4.5","Full Adaptation","Full","Disputed","Disputed",8938425.58814598,10334448.2896175,553555.614452979,559116.120547397,634233037.508056,559757663.96695,648274.125223423,589938.331937375,1.06284105935853,1.223705365963,0.667336582323591,0.985679769771421,15.5744419089755,-6.59189880299375,1.8209954702408,0.522592491117014
"RCP 4.5","No Adaptation","BAU","Disputed","Disputed",8941811.1123191,6722664.20601477,598573.478512501,413640.079730839,549746799.647574,135657664.897608,648274.125223423,589938.331937375,0.988883780471715,0.731925553827838,0.463087278654407,0.310191482415445,-24.817644640771,-30.8956887367003,-75.3236098901214,-0.152895796238962
"RCP 4.5","Productivity Only","Productivity","Disputed","Disputed",8326344.57982543,7394243.38512884,676907.26649657,507838.744632384,726880836.271916,315652317.652386,648274.125223423,589938.331937375,1.03358769513586,1.0357733509552,0.617967374123701,0.796155406942083,-17.3070948127966,-15.1584955126311,-42.5822364305275,0.333068128287676
"RCP 4.5","Range Shift Only","Range","Disputed","Disputed",9311062.7992584,9539706.29780453,487469.528995915,430393.846413531,436260401.865336,292098110.176245,648274.125223423,589938.331937375,1.00744500609283,0.865676299169969,0.476565462417693,0.413097422042674,6.68651102081226,-28.0967396879843,-46.8667920643649,-0.0499898566117332
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed",8934110.18483,10411741.6284782,552735.12156576,546884.652402113,633484448.102695,543871413.378604,645207.681328505,579216.501956654,1.06702648797277,1.24937603704861,0.672413122842078,0.988247377469087,17.166608220357,-10.3292634575975,-8.46185178363174,0.524771164171001
"RCP 6.0","No Adaptation","BAU","Disputed","Disputed",8886270.40299455,5942592.18871096,609880.852426709,402027.632663418,594147275.180899,79388162.5948099,645207.681328505,579216.501956654,0.990743172640266,0.703839239807803,0.463476213298086,0.286228984054802,-33.1261381973208,-34.080955146607,-86.6383023349491,-0.177247229243284
"RCP 6.0","Productivity Only","Productivity","Disputed","Disputed",8264633.35084814,6301845.41054352,689170.409210131,490389.117356131,734029770.772601,248651075.670775,645207.681328505,579216.501956654,1.03075850125821,1.00789536337863,0.612214816989704,0.745598416617762,-29.0833485280857,-19.5926359378429,-58.1499257747048,0.282122203319676
"RCP 6.0","Range Shift Only","Range","Disputed","Disputed",9308472.25256186,9511779.26788245,487237.059622304,431562.264575439,436003845.715846,284843116.185105,645207.681328505,579216.501956654,1.01227730721138,0.881239223577462,0.479696579080585,0.421886460845176,7.03904829046286,-29.2382663173868,-52.0584999572068,-0.04158975245291
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed",9157751.14624274,10898930.4583125,562664.65703836,455569.24866906,642046297.864875,448170335.400126,663461.07588268,494321.808317639,1.0609702794913,1.66241392223396,0.664254153990107,0.991494543805921,18.7039502728182,-24.8817959330967,-20.5079622961141,0.530835401975413
"RCP 8.5","No Adaptation","BAU","Disputed","Disputed",9181607.21127092,3374212.99009704,606469.835545205,424247.105728491,563792737.418049,-11090412.3705868,663461.07588268,494321.808317639,0.983942920370047,0.527158045068322,0.460659141830508,0.088248791225555,-63.2503012549371,-30.04646218767,-101.967108058429,-0.372410350604953
"RCP 8.5","Productivity Only","Productivity","Disputed","Disputed",8041070.17414972,3953885.91077755,758567.952426396,437928.585649935,728318618.043759,31028859.9411308,663461.07588268,494321.808317639,0.988967012052383,0.668711495222455,0.552531091572516,0.192736771159455,-56.9368867585194,-27.7905412630712,-94.4964065902603,-0.267922370671053
"RCP 8.5","Range Shift Only","Range","Disputed","Disputed",9509180.82642271,9205498.23923163,498616.324599056,420173.020600764,445494737.015862,234499190.606052,663461.07588268,494321.808317639,1.00651832438567,1.06836562346298,0.475790135997801,0.484056148202185,0.260205293157971,-30.7182326350928,-58.4068443875373,0.0233970063716772
"RCP 2.6","Full Adaptation","Full","DJI","Djibouti",64770.5436395773,74489.1971833553,5396.46194733717,4875.9982458175,4646244.20168197,3994402.66439293,4983.95849698154,4982.62676111065,1.0576006311594,1.20451551700581,0.651243781094527,0.995009950248756,-1.88070737499699,34.5751954790679,42.789895405004,0.57063184079602
"RCP 2.6","No Adaptation","BAU","DJI","Djibouti",75916.9732990653,82050.221635677,3623.25183958281,3154.53371781319,2797398.69061697,1562270.24555562,4983.95849698154,4982.62676111065,0.955325414905831,0.708033439450929,0.424378109452736,0.309383084577114,8.07888943682012,-12.9363936740205,-44.1527498101797,-0.114995024875622
"RCP 2.6","Productivity Only","Productivity","DJI","Djibouti",63224.5153302783,69981.2154786426,5704.26277328479,4744.03090070074,4831485.06067453,3645375.82339518,4983.95849698154,4982.62676111065,1.03591288244997,1.07610284395099,0.607960199004975,0.848308457711443,-7.8187493026619,30.932960521093,30.3130596157957,0.423930348258707
"RCP 2.6","Range Shift Only","Range","DJI","Djibouti",77026.8334067712,88885.3484583036,3243.89888428832,3190.01484409529,2451038.08894075,1813594.13516295,4983.95849698154,4982.62676111065,0.960489621922636,0.753802473372912,0.429850746268657,0.349303482587065,17.0823132109747,-11.9571317332833,-35.168549937265,-0.0750746268656716
"RCP 4.5","Full Adaptation","Full","DJI","Djibouti",64413.3426286686,75554.4722676367,5393.17477078732,4854.06416059971,4643413.83647824,3979438.84831625,4984.02933178104,4984.41487722755,1.05435909424923,1.21521975893183,0.646268656716418,0.995012437810945,11.1989549809219,-12.0128897780427,4.36009498773831,0.57660447761194
"RCP 4.5","No Adaptation","BAU","DJI","Djibouti",67945.3078318941,63097.8212316191,5516.79007113064,3228.59494658882,3813180.55410338,972251.67353474,4984.02933178104,4984.41487722755,0.946590390557749,0.702510777059873,0.418407960199005,0.299253731343284,-7.13439493462637,-41.4769294288712,-74.5028681506178,-0.119154228855721
"RCP 4.5","Productivity Only","Productivity","DJI","Djibouti",57337.6396670873,59728.6370041497,6491.18249709546,4278.60189187161,4957793.7818661,2773279.95924306,4984.02933178104,4984.41487722755,1.03581626647133,1.07951661377722,0.610945273631841,0.847885572139303,-12.0930658642,-22.4439966591891,-27.2712131016527,0.429477611940299
"RCP 4.5","Range Shift Only","Range","DJI","Djibouti",76664.185584748,89202.2900196759,3231.96030030905,3199.91166687721,2445823.37871564,1812903.96436878,4984.02933178104,4984.41487722755,0.958108555200042,0.75535951637802,0.428358208955224,0.349129353233831,31.2854306884215,-41.9968564034664,-52.4569073337504,-0.0692786069651741
"RCP 6.0","Full Adaptation","Full","DJI","Djibouti",64690.7128456263,76199.9571793893,5392.25177609637,4834.47109740459,4643684.03459149,3964564.13005879,4982.08430896432,4978.28505822482,1.05823876947244,1.22699221413309,0.650746268656716,0.994969435326167,4.34399516077389,4.19790506014784,12.0047023484714,0.576063962689352
"RCP 6.0","No Adaptation","BAU","DJI","Djibouti",73027.6400304396,61763.422622696,4639.70086021778,3222.33542997286,3539640.78911987,770346.118842737,4982.08430896432,4978.28505822482,0.949009316891409,0.68175523626996,0.418905472636816,0.281196157817098,-15.4245945823369,-30.5486382192837,-78.2366018266423,-0.137709314819718
"RCP 6.0","Productivity Only","Productivity","DJI","Djibouti",55122.2503050845,58931.3718603638,6698.37887703496,4235.19791225072,4710806.55165727,2535327.07561619,4982.08430896432,4978.28505822482,1.0306249008483,1.05161966473266,0.601990049751244,0.805343956060632,-19.3026478251251,-8.7182980143267,-28.3733229821153,0.386438483423816
"RCP 6.0","Range Shift Only","Range","DJI","Djibouti",76939.4729354948,89448.7108321884,3241.58420220094,3207.22109811468,2450710.97801015,1810937.62079107,4982.08430896432,4978.28505822482,0.961063291346882,0.761140223672662,0.429353233830846,0.351624063250753,22.4861036107754,-30.874399131755,-48.8383785620982,-0.0672814093860625
"RCP 8.5","Full Adaptation","Full","DJI","Djibouti",64114.9746809586,194.944351656846,5393.59311016964,10.3642565209675,4643337.76138281,10086.9530407925,4984.00958495596,10.2998312205405,1.05284218593456,1.44685039890177,0.642786069651741,0.995777777777778,-99.7128181873506,-99.8113463811257,-99.7358692446315,0.580354892205639
"RCP 8.5","No Adaptation","BAU","DJI","Djibouti",67881.8584848277,83.7838965311924,5493.80212413256,11.5457749310335,3818924.08807945,5483.28829259688,4984.00958495596,10.2998312205405,0.941290540844067,0.555217941214957,0.415422885572139,0.122678362573099,-99.8765739500931,-99.7898399929565,-99.8564179814489,-0.29274452299904
"RCP 8.5","Productivity Only","Productivity","DJI","Djibouti",51582.896249532,177.501594002031,7085.59524901773,10.2334385420236,4694011.19860409,9206.64975355155,4984.00958495596,10.2998312205405,0.983814131261203,0.793422508491303,0.532338308457711,0.375035087719298,-99.738513944721,-99.813727573167,-99.7589203256936,-0.0403877978528411
"RCP 8.5","Range Shift Only","Range","DJI","Djibouti",76392.6314143431,253.579504128817,3223.79315128352,9.52578040277743,2443002.04715592,9453.07306328402,4984.00958495596,10.2998312205405,0.957007469731891,0.989170941378919,0.427363184079602,0.471789473684211,-99.6264399505422,-99.8266086002455,-99.752467636296,0.0563665881120712
"RCP 2.6","Full Adaptation","Full","DMA","Dominica",62102.5360091959,77428.6774303065,4127.72139893888,4095.51860029411,4383425.99612322,6236359.30289678,4230.77759318137,4251.48875499801,1.03559651393651,1.25765850058046,0.640061308554459,0.986301369863014,18.7453700981603,12.0565441304132,35.3579698473796,0.581856499664719
"RCP 2.6","No Adaptation","BAU","DMA","Dominica",65205.6390630645,52447.0225944719,3654.8678455831,2641.33994040222,4607308.53892717,1853580.71933406,4230.77759318137,4251.48875499801,0.92763973202518,0.633696182932669,0.404444870198295,0.23972602739726,-19.5667378648846,-27.7309043172581,-59.7686869964721,-0.164718842801035
"RCP 2.6","Productivity Only","Productivity","DMA","Dominica",58064.8154699534,46407.3677264995,5076.766247871,3705.69893443222,5372187.53778844,2993932.05060315,4230.77759318137,4251.48875499801,0.986184502690812,0.814061795991738,0.566088705814733,0.527397260273973,-28.8292111030212,1.3907777516646,-35.0177652460779,0.122952390075678
"RCP 2.6","Range Shift Only","Range","DMA","Dominica",67411.8650301931,74742.5960208171,3017.87794436003,2654.51925708181,4007550.64695663,3136439.4561651,4230.77759318137,4251.48875499801,0.947608157523248,0.838990662049383,0.427732541431172,0.404109589041096,14.6259696167211,-27.3703080594339,-31.9246924822745,-0.000335281157198941
"RCP 4.5","Full Adaptation","Full","DMA","Dominica",61403.2801654747,80483.7364451009,4122.70173688589,4097.2436305896,4377355.10824978,6258475.58929748,4230.47820970484,4249.10525766994,1.02610856183632,1.28199147683307,0.62910240444487,0.986301369863014,21.2347992024154,30.9230392578182,49.9361971561204,0.581856499664719
"RCP 4.5","No Adaptation","BAU","DMA","Dominica",66386.662059566,70529.2111567547,3129.50543603037,2709.55722410894,4174092.519354,2938021.31441877,4230.47820970484,4249.10525766994,0.925181633906555,0.671745639519909,0.404444870198295,0.253424657534247,6.24003221230155,-13.4189960843819,-29.6129326123928,-0.151020212664048
"RCP 4.5","Productivity Only","Productivity","DMA","Dominica",60170.9378879945,60883.3270231709,4432.03171803962,4048.46038958044,4725530.93510041,4546791.25879261,4230.47820970484,4249.10525766994,0.997677445165026,0.873410567437005,0.583211993485966,0.568493150684932,-8.28982037304,29.3642229526119,8.92885669664789,0.164048280486637
"RCP 4.5","Range Shift Only","Range","DMA","Dominica",66826.2456209703,76731.8703287729,2990.61780709917,2716.84682034461,3976651.28916027,3197622.3908076,4230.47820970484,4249.10525766994,0.940274185988612,0.855401904983465,0.423622952390076,0.410958904109589,15.5832631860969,-13.186064831036,-23.3935909187158,0.00651403391129418
"RCP 6.0","Full Adaptation","Full","DMA","Dominica",61756.4440513273,90292.2045460208,4124.34766204831,4061.06364568535,4379037.45486237,6226275.15520051,4229.82481663208,4241.69939733568,1.03010168640019,1.42358777969753,0.635266788006514,0.986244554663308,37.9500425918792,17.0032904593974,41.7154274886889,0.580429821451314
"RCP 6.0","No Adaptation","BAU","DMA","Dominica",65452.8283207186,53113.0417915448,3470.89695489771,2848.63026717053,4393505.53820082,1201052.41331334,4229.82481663208,4241.69939733568,0.92602032560182,0.608608704412378,0.405814733211993,0.187077887996641,-18.8529462297776,-17.9281233586929,-72.6630044534965,-0.218736845215353
"RCP 6.0","Productivity Only","Productivity","DMA","Dominica",57747.9718555509,47503.746426062,4978.18452137478,3896.61614403721,4959698.10967511,2492737.91368793,4229.82481663208,4241.69939733568,0.986445843062479,0.794811408245602,0.564718842801035,0.429168044402456,-27.4229278629583,12.265394065899,-43.2631211679608,0.0233533111904629
"RCP 6.0","Range Shift Only","Range","DMA","Dominica",67123.3948165244,80790.9264830025,3003.53748341094,2852.26313594748,3990646.49269375,3090526.91410204,4229.82481663208,4241.69939733568,0.943483164824293,0.909793510383693,0.425677746910624,0.433981459612659,23.4338202882958,-17.8234567890959,-29.6569245849262,0.028166726400666
"RCP 8.5","Full Adaptation","Full","DMA","Dominica",61434.9132497174,54679.9122656529,4129.21045982956,2632.50861750656,4386336.68476682,3123154.2079772,4242.86539813595,2935.98698379317,1.02348523062415,2.35066277243259,0.625807069642686,0.988333750065012,-16.4176702757398,-26.4424185747258,-32.9233379659246,0.587500336902832
"RCP 8.5","No Adaptation","BAU","DMA","Dominica",65420.4213331252,16995.0964915745,3578.84063953473,2664.29142482024,4656096.64116949,-350436.267107247,4242.86539813595,2935.98698379317,0.916059831456322,0.6470245536267,0.40083341316218,0.128785659797472,-74.0217257161425,-25.5543430632717,-107.526395908725,-0.272047753364709
"RCP 8.5","Productivity Only","Productivity","DMA","Dominica",51749.6064539615,16105.4389186668,5248.08650759365,2353.6802948024,4186046.04694041,-497517.229121938,4242.86539813595,2935.98698379317,0.965917763225789,0.756476251021874,0.536694127790018,0.216828135532054,-75.3816337613346,-34.2334422829068,-110.685285711702,-0.184005277630127
"RCP 8.5","Range Shift Only","Range","DMA","Dominica",66799.2493887376,54754.0448038532,3000.7490429915,1988.11002622539,3982817.88503336,1606234.40119893,4242.86539813595,2935.98698379317,0.938719535670611,1.22074589964951,0.422751221381358,0.534816222230416,-16.3043531544349,-44.4482102873445,-65.5025545003403,0.133982809068236
"RCP 2.6","Full Adaptation","Full","DNK","Denmark",6976224.83925862,9917898.20194239,788121.050942747,1159661.61110735,684644631.262825,1130918926.52202,1083150.53143495,1183839.20946023,1.03797219493666,1.2032329502018,0.643520834157341,0.976970172684458,63.2277567878456,33.7113837116906,76.1620368023893,0.487145871513384
"RCP 2.6","No Adaptation","BAU","DNK","Denmark",6076110.0912715,6621254.91770706,867287.121646889,879897.639933123,641976527.434586,352584144.344515,1083150.53143495,1183839.20946023,1.02599435244658,0.851698590339165,0.489824301171075,0.360800627943485,8.97193793803498,1.45401885621084,-45.0783433230054,-0.12902367322759
"RCP 2.6","Productivity Only","Productivity","DNK","Denmark",6458836.69233872,6230856.55907497,933445.033389628,993222.95424261,803834777.088404,441560651.317222,1083150.53143495,1183839.20946023,1.00272301482404,0.921279711381655,0.585518531296417,0.647394034536892,2.54680157994129,14.5206621258922,-31.2185675881717,0.157569733365817
"RCP 2.6","Range Shift Only","Range","DNK","Denmark",6507003.47770147,8675440.13627624,696920.61285693,899195.585853553,649769509.224189,911680708.0454,1083150.53143495,1183839.20946023,1.05285007988171,1.07474328603339,0.504971276847909,0.522009419152276,42.7795086981513,3.67911195845642,42.011532989934,0.0321851179812014
"RCP 4.5","Full Adaptation","Full","DNK","Denmark",6963964.54367547,10830062.288144,789375.68163263,1244613.57018149,686862173.658515,1194661079.67753,1084868.19976213,1268847.76540812,1.03359782717211,1.22331290104812,0.640296177092696,0.977415271847962,83.377508318354,39.7578165881683,101.009785880004,0.493898806271819
"RCP 4.5","No Adaptation","BAU","DNK","Denmark",5905883.65359528,5404487.72594276,890550.239382361,860714.914988567,594329810.584796,193850699.53936,1084868.19976213,1268847.76540812,1.01569228835161,0.705534624886257,0.483516465576142,0.250941423911538,-8.48976981365498,-3.35021238268226,-67.3833120790931,-0.232575041664605
"RCP 4.5","Productivity Only","Productivity","DNK","Denmark",6159717.60201906,4941329.13141014,913161.469898433,965100.321814923,643550215.469839,268695708.899668,1084868.19976213,1268847.76540812,0.974035357493134,0.781138302955276,0.54302213534497,0.481807533910152,-16.3320948863928,8.37123826773277,-54.7901343472435,-0.00170893166599007
"RCP 4.5","Range Shift Only","Range","DNK","Denmark",6500867.64405896,9358145.79455175,696050.417356218,966669.229103495,650032566.271794,964091824.718618,1084868.19976213,1268847.76540812,1.04791012076917,1.08122105130776,0.500546628395779,0.526722585357867,58.4546249714024,8.5474110673336,62.2149533051341,0.0432061197817247
"RCP 6.0","Full Adaptation","Full","DNK","Denmark",6987190.36695578,10829255.7074977,789343.604667782,1234201.87256256,686704559.376556,1200011274.55054,1084684.90073165,1260605.63130652,1.03711681179664,1.25366011017157,0.642302150692421,0.977650827747121,78.2641740814605,40.3268852005449,82.5499411431578,0.486146657233613
"RCP 6.0","No Adaptation","BAU","DNK","Denmark",6074835.71126808,5320606.0265266,879519.181800927,858652.299370253,657360537.634727,184021153.433915,1084684.90073165,1260605.63130652,1.0205489566412,0.673065745259744,0.491504170513507,0.219765934595015,-12.4156392137894,-2.37253295464769,-72.006054075584,-0.271738235918492
"RCP 6.0","Productivity Only","Productivity","DNK","Denmark",6540494.70065603,4862063.35829798,888959.686404433,968226.225112302,744276708.971697,258764703.294618,1084684.90073165,1260605.63130652,0.9808215769391,0.754249910752652,0.552622460296342,0.435807933039517,-19.9638708042846,10.0858565847007,-60.6358020477334,-0.0556962374739902
"RCP 6.0","Range Shift Only","Range","DNK","Denmark",6513645.10626258,9425869.37190714,698353.036145282,961061.510097156,651915899.482377,968876610.312859,1084684.90073165,1260605.63130652,1.05050384596453,1.09314398027491,0.502505343272752,0.530171104773897,55.1625396950784,9.27123932979611,47.3889220364535,0.03866693426039
"RCP 8.5","Full Adaptation","Full","DNK","Denmark",6973628.33013044,11827146.1242973,791072.110749554,1274880.85775406,689888531.07644,1225129201.731,1088735.25629493,1306603.65097756,1.03320480091619,1.37573961741039,0.642788034847567,0.981819019489715,100.884789580378,41.6285732451438,102.568235174603,0.49906451681845
"RCP 8.5","No Adaptation","BAU","DNK","Denmark",5887526.94965243,5253497.49369862,900157.947328451,897418.497988859,604798279.787059,148945991.224991,1088735.25629493,1306603.65097756,1.00821462874036,0.558453957161646,0.482754502671265,0.135547537342146,-10.7690285135976,-0.304329850969205,-75.372616589215,-0.347206965329119
"RCP 8.5","Productivity Only","Productivity","DNK","Denmark",6109874.78606914,4862386.53954607,930869.045475973,994959.379113413,666208241.131987,210873685.784313,1088735.25629493,1306603.65097756,0.959087104897676,0.62606639994113,0.518317530463432,0.25751929144282,-17.4120716367485,10.5316441482652,-65.1332199789724,-0.225235211228445
"RCP 8.5","Range Shift Only","Range","DNK","Denmark",6509663.65555398,10033069.1738662,696549.384831229,1008521.95447289,650890689.380787,998543004.448885,1088735.25629493,1306603.65097756,1.04660769184324,1.14271951512524,0.499788957465591,0.554559997584012,70.4122844729987,12.0383325466438,65.1034795933048,0.0718054949127465
